"anly_mapped_zipcode","results_to_report","results_to_report","results_to_report","results_to_report","results_to_report_less_than_1","results_to_report_less_than_1"
"72170",0,0,0,0,8,8
"72171",0,0,0,0,2,2
"72172",0,0,0,0,1,1
"72173",0,0,0,0,516,516
"72174",0,0,0,0,1,1
"72175",0,0,0,0,22,22
"72176",0,0,0,0,369,369
"72177",0,0,0,0,1,1
"72178",0,0,0,0,13,13
"72179",0,0,0,0,19,19
"72180",0,0,0,0,15,15
"72181",0,0,0,0,12,12
"72182",0,0,0,0,1,1
"72183",0,0,0,0,962,962
"72184",0,0,0,0,1,1
"72185",0,0,0,0,1,1
"72186",0,0,0,0,1,1
"72190",0,0,0,0,12,12
"72191",0,0,0,0,2,2
"72193",0,0,0,0,3,3
"72199",0,0,0,0,1,1
"72200",0,0,0,0,1,1
"72201",0,0,0,0,96,96
"72202",0,0,0,0,576,576
"72203",0,0,0,0,62,62
"72204",0,0,0,0,1936,1936
"72205",0,0,0,0,4419,4419
"72206",0,0,0,0,1230,1230
"72207",0,0,0,0,597,597
"72208",0,0,0,0,1,1
"72209",0,0,0,0,1527,1527
"72210",0,0,0,0,914,914
"72211",0,0,0,0,1293,1293
"72212",0,0,0,0,574,574
"72213",0,0,0,0,4,4
"72214",0,0,0,0,116,116
"72215",0,0,0,0,25,25
"72216",0,0,0,0,32,32
"72217",0,0,0,0,20,20
"72218",0,0,0,0,4,4
"72219",0,0,0,0,18,18
"72220",0,0,0,0,2,2
"72221",0,0,0,0,17,17
"72222",0,0,0,0,4,4
"72223",0,0,0,0,1248,1248
"72225",0,0,0,0,6,6
"72226",0,0,0,0,1,1
"72227",0,0,0,0,485,485
"72228",0,0,0,0,2,2
"72229",0,0,0,0,1,1
"72230",0,0,0,0,1,1
"72231",0,0,0,0,5,5
"72233",0,0,0,0,3,3
"72235",0,0,0,0,1,1
"72236",0,0,0,0,1,1
"72237",0,0,0,0,1,1
"72238",0,0,0,0,1,1
"72239",0,0,0,0,1,1
"72240",0,0,0,0,1,1
"72241",0,0,0,0,1,1
"72242",0,0,0,0,1,1
"72243",0,0,0,0,1,1
"72244",0,0,0,0,1,1
"72245",0,0,0,0,1,1
"72246",0,0,0,0,1,1
"72247",0,0,0,0,1,1
"72248",0,0,0,0,1,1
"72249",0,0,0,0,1,1
"72250",0,0,0,0,1,1
"72251",0,0,0,0,1,1
"72252",0,0,0,0,2,2
"72253",0,0,0,0,1,1
"72255",0,0,0,0,1,1
"72257",0,0,0,0,1,1
"72258",0,0,0,0,1,1
"72259",0,0,0,0,1,1
"72260",0,0,0,0,7,7
"72261",0,0,0,0,2,2
"72262",0,0,0,0,1,1
"72263",0,0,0,0,1,1
"72264",0,0,0,0,9,9
"72265",0,0,0,0,1,1
"72266",0,0,0,0,1,1
"72268",0,0,0,0,1,1
"72270",0,0,0,0,2,2
"72271",0,0,0,0,1,1
"72272",0,0,0,0,1,1
"72273",0,0,0,0,1,1
"72274",0,0,0,0,1,1
"72275",0,0,0,0,1,1
"72276",0,0,0,0,1,1
"72277",0,0,0,0,2,2
"72278",0,0,0,0,1,1
"72279",0,0,0,0,1,1
"72281",0,0,0,0,1,1
"72282",0,0,0,0,1,1
"72283",0,0,0,0,1,1
"72284",0,0,0,0,1,1
"72285",0,0,0,0,1,1
"72286",0,0,0,0,1,1
"72287",0,0,0,0,1,1
"72288",0,0,0,0,1,1
"72289",0,0,0,0,1,1
"72291",0,0,0,0,1,1
"72293",0,0,0,0,1,1
"72295",0,0,0,0,1,1
"72296",0,0,0,0,1,1
"72297",0,0,0,0,1,1
"72298",0,0,0,0,1,1
"72299",0,0,0,0,1,1
"72300",0,0,0,0,1,1
"72301",0,0,0,0,1845,1845
"72302",0,0,0,0,2,2
"72303",0,0,0,0,33,33
"72304",0,0,0,0,1,1
"72305",0,0,0,0,1,1
"72307",0,0,0,0,1,1
"72308",0,0,0,0,2,2
"72310",0,0,0,0,6,6
"72311",0,0,0,0,8,8
"72312",0,0,0,0,4,4
"72313",0,0,0,0,6,6
"72314",0,0,0,0,1,1
"72315",0,0,0,0,1180,1180
"72316",0,0,0,0,29,29
"72317",0,0,0,0,1,1
"72318",0,0,0,0,1,1
"72319",0,0,0,0,5,5
"72320",0,0,0,0,1595,1595
"72321",0,0,0,0,6,6
"72322",0,0,0,0,5,5
"72323",0,0,0,0,1,1
"72324",0,0,0,0,56,56
"72325",0,0,0,0,1,1
"72326",0,0,0,0,85,85
"72327",0,0,0,0,64,64
"72328",0,0,0,0,3,3
"72329",0,0,0,0,2,2
"72330",0,0,0,0,28,28
"72331",0,0,0,0,151,151
"72332",0,0,0,0,11,11
"72333",0,0,0,0,69,69
"72334",0,0,0,0,1,1
"72335",0,0,0,0,1134,1134
"72336",0,0,0,0,55,55
"72337",0,0,0,0,1,1
"72338",0,0,0,0,1,1
"72339",0,0,0,0,15,15
"72340",0,0,0,0,9,9
"72341",0,0,0,0,8,8
"72342",0,0,0,0,547,547
"72343",0,0,0,0,1,1
"72344",0,0,0,0,2,2
"72345",0,0,0,0,2,2
"72346",0,0,0,0,24,24
"72347",0,0,0,0,14,14
"72348",0,0,0,0,172,172
"72349",0,0,0,0,1,1
"72350",0,0,0,0,34,34
"72351",0,0,0,0,26,26
"72352",0,0,0,0,1,1
"72353",0,0,0,0,4,4
"72354",0,0,0,0,103,103
"72355",0,0,0,0,221,221
"72356",0,0,0,0,3,3
"72357",0,0,0,0,1,1
"72358",0,0,0,0,103,103
"72359",0,0,0,0,26,26
"72360",0,0,0,0,555,555
"72361",0,0,0,0,1,1
"72363",0,0,0,0,2,2
"72364",0,0,0,0,1036,1036
"72365",0,0,0,0,220,220
"72366",0,0,0,0,146,146
"72367",0,0,0,0,3,3
"72368",0,0,0,0,46,46
"72369",0,0,0,0,3,3
"72370",0,0,0,0,650,650
"72371",0,0,0,0,1,1
"72372",0,0,0,0,66,66
"72373",0,0,0,0,95,95
"72374",0,0,0,0,44,44
"72375",0,0,0,0,1,1
"72376",0,0,0,0,88,88
"72377",0,0,0,0,3,3
"72379",0,0,0,0,1,1
"72380",0,0,0,0,2,2
"72381",0,0,0,0,1,1
"72383",0,0,0,0,3,3
"72384",0,0,0,0,44,44
"72385",0,0,0,0,1,1
"72386",0,0,0,0,86,86
"72387",0,0,0,0,6,6
"72388",0,0,0,0,1,1
"72389",0,0,0,0,4,4
"72390",0,0,0,0,913,913
"72391",0,0,0,0,2,2
"72392",0,0,0,0,23,23
"72393",0,0,0,0,1,1
"72394",0,0,0,0,24,24
"72395",0,0,0,0,48,48
"72396",0,0,0,0,671,671
"72397",0,0,0,0,1,1
"72398",0,0,0,0,1,1
"72399",0,0,0,0,3,3
"72400",0,0,0,0,2,2
"72401",0,0,0,0,2269,2269
"72402",0,0,0,0,14,14
"72403",0,0,0,0,64,64
"72404",0,0,0,0,1249,1249
"72405",0,0,0,0,255,255
"72406",0,0,0,0,2,2
"72407",0,0,0,0,2,2
"72408",0,0,0,0,1,1
"72409",0,0,0,0,1,1
"72410",0,0,0,0,14,14
"72411",0,0,0,0,94,94
"72412",0,0,0,0,17,17
"72413",0,0,0,0,34,34
"72414",0,0,0,0,17,17
"72415",0,0,0,0,43,43
"72416",0,0,0,0,187,187
"72417",0,0,0,0,186,186
"72419",0,0,0,0,34,34
"72420",0,0,0,0,1,1
"72421",0,0,0,0,27,27
"72422",0,0,0,0,344,344
"72423",0,0,0,0,1,1
"72424",0,0,0,0,1,1
"72425",0,0,0,0,9,9
"72426",0,0,0,0,9,9
"72427",0,0,0,0,2,2
"72428",0,0,0,0,6,6
"72429",0,0,0,0,12,12
"72430",0,0,0,0,15,15
"72431",0,0,0,0,5,5
"72432",0,0,0,0,297,297
"72433",0,0,0,0,93,93
"72434",0,0,0,0,57,57
"72435",0,0,0,0,19,19
"72436",0,0,0,0,35,35
"72437",0,0,0,0,101,101
"72438",0,0,0,0,78,78
"72439",0,0,0,0,2,2
"72440",0,0,0,0,7,7
"72441",0,0,0,0,9,9
"72442",0,0,0,0,212,212
"72443",0,0,0,0,119,119
"72444",0,0,0,0,81,81
"72445",0,0,0,0,5,5
"72446",0,0,0,0,2,2
"72447",0,0,0,0,147,147
"72448",0,0,0,0,2,2
"72449",0,0,0,0,8,8
"72450",0,0,0,0,1637,1637
"72451",0,0,0,0,26,26
"72452",0,0,0,0,2,2
"72453",0,0,0,0,8,8
"72454",0,0,0,0,358,358
"72455",0,0,0,0,690,690
"72456",0,0,0,0,27,27
"72457",0,0,0,0,10,10
"72458",0,0,0,0,26,26
"72459",0,0,0,0,40,40
"72460",0,0,0,0,26,26
"72461",0,0,0,0,158,158
"72462",0,0,0,0,38,38
"72463",0,0,0,0,2,2
"72464",0,0,0,0,5,5
"72465",0,0,0,0,2,2
"72466",0,0,0,0,37,37
"72467",0,0,0,0,6,6
"72468",0,0,0,0,1,1
"72469",0,0,0,0,22,22
"72470",0,0,0,0,17,17
"72471",0,0,0,0,47,47
"72472",0,0,0,0,422,422
"72473",0,0,0,0,65,65
"72474",0,0,0,0,3,3
"72475",0,0,0,0,2,2
"72476",0,0,0,0,374,374
"72477",0,0,0,0,2,2
"72478",0,0,0,0,17,17
"72479",0,0,0,0,37,37
"72480",0,0,0,0,2,2
"72481",0,0,0,0,2,2
"72482",0,0,0,0,33,33
"72483",0,0,0,0,3,3
"72484",0,0,0,0,2,2
"72485",0,0,0,0,1,1
"72486",0,0,0,0,1,1
"72487",0,0,0,0,3,3
"72488",0,0,0,0,2,2
"72489",0,0,0,0,2,2
"72490",0,0,0,0,2,2
"72491",0,0,0,0,2,2
"72492",0,0,0,0,2,2
"72493",0,0,0,0,1,1
"72494",0,0,0,0,2,2
"72495",0,0,0,0,2,2
"72496",0,0,0,0,2,2
"72497",0,0,0,0,2,2
"72498",0,0,0,0,2,2
"72499",0,0,0,0,1,1
"72500",0,0,0,0,3,3
"72501",0,0,0,0,1336,1336
"72502",0,0,0,0,3,3
"72503",0,0,0,0,15,15
"72504",0,0,0,0,2,2
"72505",0,0,0,0,2,2
"72506",0,0,0,0,1,1
"72508",0,0,0,0,1,1
"72509",0,0,0,0,1,1
"72511",0,0,0,0,1,1
"72512",0,0,0,0,68,68
"72513",0,0,0,0,150,150
"72514",0,0,0,0,2,2
"72515",0,0,0,0,2,2
"72516",0,0,0,0,1,1
"72517",0,0,0,0,10,10
"72518",0,0,0,0,1,1
"72519",0,0,0,0,136,136
"72520",0,0,0,0,7,7
"72521",0,0,0,0,190,190
"72522",0,0,0,0,11,11
"72523",0,0,0,0,27,27
"72524",0,0,0,0,8,8
"72525",0,0,0,0,8,8
"72526",0,0,0,0,6,6
"72527",0,0,0,0,5,5
"72528",0,0,0,0,5,5
"72529",0,0,0,0,157,157
"72530",0,0,0,0,60,60
"72531",0,0,0,0,12,12
"72532",0,0,0,0,33,33
"72533",0,0,0,0,10,10
"72534",0,0,0,0,26,26
"72535",0,0,0,0,1,1
"72536",0,0,0,0,13,13
"72537",0,0,0,0,21,21
"72538",0,0,0,0,17,17
"72539",0,0,0,0,13,13
"72540",0,0,0,0,3,3
"72541",0,0,0,0,1,1
"72542",0,0,0,0,133,133
"72543",0,0,0,0,690,690
"72544",0,0,0,0,15,15
"72545",0,0,0,0,1,1
"72546",0,0,0,0,6,6
"72548",0,0,0,0,1,1
"72549",0,0,0,0,1,1
"72550",0,0,0,0,25,25
"72551",0,0,0,0,1,1
"72552",0,0,0,0,1,1
"72553",0,0,0,0,5,5
"72554",0,0,0,0,44,44
"72555",0,0,0,0,8,8
"72556",0,0,0,0,226,226
"72557",0,0,0,0,1,1
"72558",0,0,0,0,1,1
"72559",0,0,0,0,1,1
"72560",0,0,0,0,646,646
"72561",0,0,0,0,20,20
"72562",0,0,0,0,58,58
"72563",0,0,0,0,1,1
"72564",0,0,0,0,16,16
"72565",0,0,0,0,31,31
"72566",0,0,0,0,18,18
"72567",0,0,0,0,11,11
"72568",0,0,0,0,35,35
"72569",0,0,0,0,10,10
"72570",0,0,0,0,1,1
"72571",0,0,0,0,14,14
"72572",0,0,0,0,6,6
"72573",0,0,0,0,7,7
"72574",0,0,0,0,1,1
"72575",0,0,0,0,5,5
"72576",0,0,0,0,188,188
"72577",0,0,0,0,15,15
"72578",0,0,0,0,2,2
"72579",0,0,0,0,42,42
"72581",0,0,0,0,26,26
"72582",0,0,0,0,1,1
"72583",0,0,0,0,34,34
"72584",0,0,0,0,15,15
"72585",0,0,0,0,9,9
"72587",0,0,0,0,5,5
"72589",0,0,0,0,1,1
"72590",0,0,0,0,1,1
"72591",0,0,0,0,1,1
"72592",0,0,0,0,1,1
"72593",0,0,0,0,1,1
"72594",0,0,0,0,1,1
"72596",0,0,0,0,1,1
"72597",0,0,0,0,1,1
"72598",0,0,0,0,1,1
"72599",0,0,0,0,2,2
"72600",0,0,0,0,1,1
"72601",0,0,0,0,1574,1574
"72602",0,0,0,0,33,33
"72603",0,0,0,0,1,1
"72604",0,0,0,0,1,1
"72605",0,0,0,0,2,2
"72606",0,0,0,0,1,1
"72607",0,0,0,0,3,3
"72608",0,0,0,0,1,1
"72609",0,0,0,0,1,1
"72610",0,0,0,0,1,1
"72611",0,0,0,0,74,74
"72612",0,0,0,0,1,1
"72613",0,0,0,0,3,3
"72615",0,0,0,0,10,10
"72616",0,0,0,0,739,739
"72617",0,0,0,0,5,5
"72618",0,0,0,0,2,2
"72619",0,0,0,0,69,69
"72620",0,0,0,0,1,1
"72622",0,0,0,0,1,1
"72623",0,0,0,0,8,8
"72624",0,0,0,0,8,8
"72625",0,0,0,0,1,1
"72626",0,0,0,0,33,33
"72627",0,0,0,0,1,1
"72628",0,0,0,0,26,26
"72629",0,0,0,0,16,16
"72630",0,0,0,0,5,5
"72631",0,0,0,0,304,304
"72632",0,0,0,0,419,419
"72633",0,0,0,0,60,60
"72634",0,0,0,0,173,173
"72635",0,0,0,0,164,164
"72636",0,0,0,0,2,2
"72637",0,0,0,0,1,1
"72638",0,0,0,0,494,494
"72639",0,0,0,0,15,15
"72640",0,0,0,0,12,12
"72641",0,0,0,0,119,119
"72642",0,0,0,0,47,47
"72643",0,0,0,0,2,2
"72644",0,0,0,0,82,82
"72645",0,0,0,0,46,46
"72646",0,0,0,0,2,2
"72647",0,0,0,0,1,1
"72648",0,0,0,0,28,28
"72649",0,0,0,0,1,1
"72650",0,0,0,0,212,212
"72651",0,0,0,0,17,17
"72652",0,0,0,0,2,2
"72653",0,0,0,0,1094,1094
"72654",0,0,0,0,17,17
"72655",0,0,0,0,13,13
"72656",0,0,0,0,1,1
"72658",0,0,0,0,49,49
"72659",0,0,0,0,1,1
"72660",0,0,0,0,7,7
"72661",0,0,0,0,10,10
"72662",0,0,0,0,69,69
"72663",0,0,0,0,10,10
"72664",0,0,0,0,1,1
"72665",0,0,0,0,1,1
"72666",0,0,0,0,11,11
"72667",0,0,0,0,1,1
"72668",0,0,0,0,13,13
"72669",0,0,0,0,3,3
"72670",0,0,0,0,10,10
"72671",0,0,0,0,1,1
"72672",0,0,0,0,8,8
"72673",0,0,0,0,1,1
"72674",0,0,0,0,2,2
"72675",0,0,0,0,40,40
"72676",0,0,0,0,1,1
"72677",0,0,0,0,26,26
"72678",0,0,0,0,1,1
"72679",0,0,0,0,11,11
"72680",0,0,0,0,17,17
"72681",0,0,0,0,1,1
"72682",0,0,0,0,12,12
"72683",0,0,0,0,9,9
"72685",0,0,0,0,52,52
"72686",0,0,0,0,8,8
"72687",0,0,0,0,220,220
"72688",0,0,0,0,1,1
"72689",0,0,0,0,1,1
"72690",0,0,0,0,1,1
"72692",0,0,0,0,1,1
"72693",0,0,0,0,1,1
"72694",0,0,0,0,1,1
"72695",0,0,0,0,1,1
"72696",0,0,0,0,1,1
"72697",0,0,0,0,1,1
"72698",0,0,0,0,1,1
"72700",0,0,0,0,2,2
"72701",0,0,0,0,1655,1655
"72702",0,0,0,0,24,24
"72703",0,0,0,0,2131,2131
"72704",0,0,0,0,1642,1642
"72706",0,0,0,0,2,2
"72707",0,0,0,0,2,2
"72708",0,0,0,0,1,1
"72709",0,0,0,0,1,1
"72711",0,0,0,0,19,19
"72712",0,0,0,0,3863,3863
"72713",0,0,0,0,1013,1013
"72714",0,0,0,0,915,915
"72715",0,0,0,0,1376,1376
"72716",0,0,0,0,6,6
"72717",0,0,0,0,24,24
"72718",0,0,0,0,256,256
"72719",0,0,0,0,1272,1272
"72720",0,0,0,0,2,2
"72721",0,0,0,0,18,18
"72722",0,0,0,0,195,195
"72723",0,0,0,0,1,1
"72724",0,0,0,0,1,1
"72725",0,0,0,0,1,1
"72726",0,0,0,0,2,2
"72727",0,0,0,0,223,223
"72728",0,0,0,0,12,12
"72729",0,0,0,0,4,4
"72730",0,0,0,0,420,420
"72731",0,0,0,0,1,1
"72732",0,0,0,0,304,304
"72733",0,0,0,0,5,5
"72734",0,0,0,0,355,355
"72735",0,0,0,0,10,10
"72736",0,0,0,0,463,463
"72737",0,0,0,0,5,5
"72738",0,0,0,0,132,132
"72739",0,0,0,0,38,38
"72740",0,0,0,0,819,819
"72741",0,0,0,0,4,4
"72742",0,0,0,0,45,45
"72743",0,0,0,0,1,1
"72744",0,0,0,0,160,160
"72745",0,0,0,0,1116,1116
"72746",0,0,0,0,4,4
"72747",0,0,0,0,11,11
"72748",0,0,0,0,2,2
"72749",0,0,0,0,5,5
"72750",0,0,0,0,2,2
"72751",0,0,0,0,653,653
"72752",0,0,0,0,10,10
"72753",0,0,0,0,413,413
"72754",0,0,0,0,5,5
"72755",0,0,0,0,1,1
"72756",0,0,0,0,4146,4146
"72757",0,0,0,0,58,58
"72758",0,0,0,0,4597,4597
"72759",0,0,0,0,5,5
"72760",0,0,0,0,16,16
"72761",0,0,0,0,1086,1086
"72762",0,0,0,0,3629,3629
"72763",0,0,0,0,3,3
"72764",0,0,0,0,7438,7438
"72765",0,0,0,0,32,32
"72766",0,0,0,0,44,44
"72767",0,0,0,0,3,3
"72768",0,0,0,0,112,112
"72769",0,0,0,0,35,35
"72770",0,0,0,0,20,20
"72771",0,0,0,0,1,1
"72772",0,0,0,0,1,1
"72773",0,0,0,0,56,56
"72774",0,0,0,0,239,239
"72776",0,0,0,0,27,27
"72777",0,0,0,0,1,1
"72781",0,0,0,0,1,1
"72782",0,0,0,0,1,1
"72783",0,0,0,0,2,2
"72784",0,0,0,0,1,1
"72785",0,0,0,0,1,1
"72786",0,0,0,0,1,1
"72787",0,0,0,0,1,1
"72788",0,0,0,0,1,1
"72790",0,0,0,0,1,1
"72791",0,0,0,0,1,1
"72793",0,0,0,0,1,1
"72794",0,0,0,0,1,1
"72795",0,0,0,0,1,1
"72797",0,0,0,0,1,1
"72798",0,0,0,0,1,1
"72799",0,0,0,0,1,1
"72800",0,0,0,0,1,1
"72801",0,0,0,0,1287,1287
"72802",0,0,0,0,1205,1205
"72804",0,0,0,0,1,1
"72807",0,0,0,0,1,1
"72809",0,0,0,0,1,1
"72810",0,0,0,0,2,2
"72811",0,0,0,0,53,53
"72812",0,0,0,0,19,19
"72813",0,0,0,0,1,1
"72814",0,0,0,0,1,1
"72816",0,0,0,0,1,1
"72818",0,0,0,0,2,2
"72820",0,0,0,0,4,4
"72821",0,0,0,0,77,77
"72822",0,0,0,0,2,2
"72823",0,0,0,0,371,371
"72824",0,0,0,0,155,155
"72825",0,0,0,0,1,1
"72826",0,0,0,0,10,10
"72827",0,0,0,0,11,11
"72828",0,0,0,0,9,9
"72829",0,0,0,0,10,10
"72830",0,0,0,0,990,990
"72831",0,0,0,0,2,2
"72832",0,0,0,0,16,16
"72833",0,0,0,0,857,857
"72834",0,0,0,0,1204,1204
"72835",0,0,0,0,73,73
"72836",0,0,0,0,1,1
"72837",0,0,0,0,341,341
"72838",0,0,0,0,10,10
"72839",0,0,0,0,8,8
"72840",0,0,0,0,75,75
"72841",0,0,0,0,7,7
"72842",0,0,0,0,110,110
"72843",0,0,0,0,99,99
"72844",0,0,0,0,1,1
"72845",0,0,0,0,41,41
"72846",0,0,0,0,192,192
"72847",0,0,0,0,129,129
"72848",0,0,0,0,2,2
"72849",0,0,0,0,2,2
"72851",0,0,0,0,32,32
"72852",0,0,0,0,11,11
"72853",0,0,0,0,211,211
"72854",0,0,0,0,8,8
"72855",0,0,0,0,449,449
"72856",0,0,0,0,13,13
"72857",0,0,0,0,106,106
"72858",0,0,0,0,154,154
"72859",0,0,0,0,1,1
"72860",0,0,0,0,40,40
"72861",0,0,0,0,1,1
"72862",0,0,0,0,1,1
"72863",0,0,0,0,77,77
"72864",0,0,0,0,1,1
"72865",0,0,0,0,64,64
"72866",0,0,0,0,1,1
"72869",0,0,0,0,1,1
"72870",0,0,0,0,1,1
"72871",0,0,0,0,1,1
"72872",0,0,0,0,1,1
"72873",0,0,0,0,1,1
"72874",0,0,0,0,1,1
"72875",0,0,0,0,1,1
"72876",0,0,0,0,1,1
"72877",0,0,0,0,1,1
"72878",0,0,0,0,2,2
"72879",0,0,0,0,2,2
"72880",0,0,0,0,1,1
"72882",0,0,0,0,1,1
"72883",0,0,0,0,1,1
"72884",0,0,0,0,3,3
"72885",0,0,0,0,1,1
"72886",0,0,0,0,1,1
"72887",0,0,0,0,1,1
"72888",0,0,0,0,2,2
"72890",0,0,0,0,1,1
"72891",0,0,0,0,1,1
"72892",0,0,0,0,1,1
"72893",0,0,0,0,1,1
"72894",0,0,0,0,1,1
"72895",0,0,0,0,1,1
"72898",0,0,0,0,1,1
"72899",0,0,0,0,1,1
"72900",0,0,0,0,1,1
"72901",0,0,0,0,3994,3994
"72902",0,0,0,0,39,39
"72903",0,0,0,0,2247,2247
"72904",0,0,0,0,2187,2187
"72905",0,0,0,0,2,2
"72906",0,0,0,0,16,16
"72907",0,0,0,0,1,1
"72908",0,0,0,0,1089,1089
"72909",0,0,0,0,1,1
"72910",0,0,0,0,1,1
"72911",0,0,0,0,1,1
"72912",0,0,0,0,2,2
"72913",0,0,0,0,24,24
"72914",0,0,0,0,10,10
"72915",0,0,0,0,1,1
"72916",0,0,0,0,631,631
"72917",0,0,0,0,32,32
"72918",0,0,0,0,17,17
"72919",0,0,0,0,1,1
"72920",0,0,0,0,1,1
"72921",0,0,0,0,705,705
"72922",0,0,0,0,1,1
"72923",0,0,0,0,878,878
"72924",0,0,0,0,2,2
"72925",0,0,0,0,1,1
"72926",0,0,0,0,18,18
"72927",0,0,0,0,880,880
"72928",0,0,0,0,42,42
"72929",0,0,0,0,1,1
"72930",0,0,0,0,26,26
"72931",0,0,0,0,1,1
"72932",0,0,0,0,69,69
"72933",0,0,0,0,345,345
"72934",0,0,0,0,27,27
"72935",0,0,0,0,32,32
"72936",0,0,0,0,879,879
"72937",0,0,0,0,163,163
"72938",0,0,0,0,45,45
"72939",0,0,0,0,1,1
"72940",0,0,0,0,104,104
"72941",0,0,0,0,307,307
"72942",0,0,0,0,1,1
"72943",0,0,0,0,128,128
"72944",0,0,0,0,151,151
"72945",0,0,0,0,27,27
"72946",0,0,0,0,128,128
"72947",0,0,0,0,167,167
"72948",0,0,0,0,17,17
"72949",0,0,0,0,616,616
"72950",0,0,0,0,23,23
"72951",0,0,0,0,53,53
"72952",0,0,0,0,98,98
"72953",0,0,0,0,5,5
"72954",0,0,0,0,1,1
"72955",0,0,0,0,24,24
"72956",0,0,0,0,2239,2239
"72957",0,0,0,0,17,17
"72958",0,0,0,0,362,362
"72959",0,0,0,0,82,82
"72960",0,0,0,0,1,1
"72961",0,0,0,0,1,1
"72962",0,0,0,0,5,5
"72963",0,0,0,0,1,1
"72964",0,0,0,0,1,1
"72965",0,0,0,0,1,1
"72966",0,0,0,0,1,1
"72967",0,0,0,0,1,1
"72968",0,0,0,0,1,1
"72969",0,0,0,0,1,1
"72970",0,0,0,0,1,1
"72971",0,0,0,0,1,1
"72972",0,0,0,0,1,1
"72973",0,0,0,0,1,1
"72974",0,0,0,0,1,1
"72975",0,0,0,0,1,1
"72976",0,0,0,0,1,1
"72977",0,0,0,0,1,1
"72978",0,0,0,0,1,1
"72979",0,0,0,0,1,1
"72980",0,0,0,0,1,1
"72981",0,0,0,0,1,1
"72982",0,0,0,0,1,1
"72983",0,0,0,0,1,1
"72984",0,0,0,0,1,1
"72985",0,0,0,0,1,1
"72986",0,0,0,0,1,1
"72987",0,0,0,0,1,1
"72988",0,0,0,0,1,1
"72989",0,0,0,0,1,1
"72990",0,0,0,0,1,1
"72991",0,0,0,0,1,1
"72992",0,0,0,0,1,1
"72993",0,0,0,0,1,1
"72994",0,0,0,0,1,1
"72995",0,0,0,0,1,1
"72996",0,0,0,0,1,1
"72997",0,0,0,0,1,1
"72999",0,0,0,0,1,1
"73000",0,0,0,0,1,1
"73001",0,0,0,0,2,2
"73002",0,0,0,0,18,18
"73003",0,0,0,0,341,341
"73004",0,0,0,0,10,10
"73005",0,0,0,0,313,313
"73006",0,0,0,0,94,94
"73007",0,0,0,0,61,61
"73008",0,0,0,0,268,268
"73009",0,0,0,0,37,37
"73010",0,0,0,0,185,185
"73011",0,0,0,0,2,2
"73012",0,0,0,0,631,631
"73013",0,0,0,0,1069,1069
"73014",0,0,0,0,47,47
"73015",0,0,0,0,107,107
"73016",0,0,0,0,46,46
"73017",0,0,0,0,15,15
"73018",0,0,0,0,228,228
"73019",0,0,0,0,2,2
"73020",0,0,0,0,193,193
"73021",0,0,0,0,4,4
"73022",0,0,0,0,14,14
"73023",0,0,0,0,10,10
"73024",0,0,0,0,4,4
"73025",0,0,0,0,244,244
"73026",0,0,0,0,101,101
"73027",0,0,0,0,14,14
"73028",0,0,0,0,45,45
"73029",0,0,0,0,30,30
"73030",0,0,0,0,42,42
"73031",0,0,0,0,1,1
"73032",0,0,0,0,2,2
"73033",0,0,0,0,3,3
"73034",0,0,0,0,780,780
"73035",0,0,0,0,1,1
"73036",0,0,0,0,524,524
"73037",0,0,0,0,1,1
"73038",0,0,0,0,35,35
"73039",0,0,0,0,1,1
"73040",0,0,0,0,84,84
"73041",0,0,0,0,2,2
"73042",0,0,0,0,18,18
"73043",0,0,0,0,5,5
"73044",0,0,0,0,454,454
"73045",0,0,0,0,194,194
"73046",0,0,0,0,1,1
"73047",0,0,0,0,47,47
"73048",0,0,0,0,27,27
"73049",0,0,0,0,89,89
"73050",0,0,0,0,9,9
"73051",0,0,0,0,45,45
"73052",0,0,0,0,49,49
"73053",0,0,0,0,15,15
"73054",0,0,0,0,46,46
"73055",0,0,0,0,133,133
"73056",0,0,0,0,7,7
"73057",0,0,0,0,24,24
"73058",0,0,0,0,4,4
"73059",0,0,0,0,29,29
"73060",0,0,0,0,1,1
"73061",0,0,0,0,40,40
"73062",0,0,0,0,38,38
"73063",0,0,0,0,14,14
"73064",0,0,0,0,374,374
"73065",0,0,0,0,93,93
"73066",0,0,0,0,4,4
"73067",0,0,0,0,14,14
"73068",0,0,0,0,72,72
"73069",0,0,0,0,252,252
"73070",0,0,0,0,19,19
"73071",0,0,0,0,378,378
"73072",0,0,0,0,510,510
"73073",0,0,0,0,9,9
"73074",0,0,0,0,13,13
"73075",0,0,0,0,170,170
"73077",0,0,0,0,121,121
"73078",0,0,0,0,189,189
"73079",0,0,0,0,6,6
"73080",0,0,0,0,67,67
"73082",0,0,0,0,34,34
"73083",0,0,0,0,13,13
"73084",0,0,0,0,46,46
"73085",0,0,0,0,13,13
"73086",0,0,0,0,92,92
"73089",0,0,0,0,147,147
"73090",0,0,0,0,11,11
"73092",0,0,0,0,16,16
"73093",0,0,0,0,32,32
"73094",0,0,0,0,1,1
"73095",0,0,0,0,18,18
"73096",0,0,0,0,190,190
"73097",0,0,0,0,4,4
"73098",0,0,0,0,47,47
"73099",0,0,0,0,1226,1226
"73101",0,0,0,0,10,10
"73102",0,0,0,0,35,35
"73103",0,0,0,0,60,60
"73104",0,0,0,0,33,33
