"anly_mapped_zipcode","accession_to_result","accession_to_result","accession_to_result","accession_to_result","accession_to_result_than_1","accession_to_result_than_1"
"57216",1.4705882352941178,1,0,2,38,51
"57217",0.5,0,0,1,7,8
"57218",1.125,1,1,1,6,8
"57219",4.373134328358209,5,5,5,8,67
"57220",2.021276595744681,2,1,3,21,47
"57221",1.8148148148148149,1,1,2,31,54
"57223",2.1044776119402986,2,1,3,28,67
"57224",0.25,0,0,0,8,8
"57225",2.154185022026432,2,1,3,81,227
"57226",1.3333333333333333,1,1,2,104,174
"57227",1.0769230769230769,1,0,1,11,13
"57231",1.4444444444444444,1,1,2,81,153
"57232",1.1111111111111112,1,0,2,6,9
"57233",2.3333333333333335,1,1,4,3,6
"57234",3.6666666666666665,5,1,5,35,135
"57235",1.3125,1,1,2,40,64
"57236",1.5,1,1,1,3,4
"57237",0.8846153846153846,1,0,1,21,26
"57238",1.44,1,0,2,17,25
"57239",1.0769230769230769,1,0,1,11,13
"57241",1.2045454545454546,1,0,1,36,44
"57242",0.7916666666666666,0,0,1,21,24
"57243",1.2272727272727273,1,0,1,17,22
"57245",0.375,0,0,1,8,8
"57246",2,1,1,5,5,7
"57247",1.0588235294117647,1,1,2,12,17
"57248",3.438202247191011,5,1,5,50,178
"57249",1.8627450980392157,2,0,3,22,51
"57251",1.1111111111111112,1,0,1,7,9
"57252",2.6125954198473282,3,1,4,188,524
"57255",1.3333333333333333,1,0,2,8,15
"57256",1.2857142857142858,1,0,2,5,7
"57257",1.5,0,0,2,5,8
"57258",0.7777777777777778,0,0,1,7,9
"57259",1,1,0,1,15,17
"57260",1.6781609195402298,1,0,3,45,87
"57261",0.55,0,0,1,35,40
"57262",0.5,0,0,1,105,114
"57263",1.9473684210526316,1,0,4,10,19
"57264",1.4444444444444444,1,1,1,7,9
"57265",1.4,1,1,1,4,5
"57266",0.9285714285714286,1,1,1,24,28
"57268",1.90625,1,1,2,16,32
"57269",2,0,0,5,5,8
"57270",0.967741935483871,1,0,1,25,31
"57271",0.25,0,0,0,8,8
"57272",1.3571428571428572,1,1,2,10,14
"57273",0.9375,1,0,1,38,48
"57274",1.5433526011560694,1,1,2,121,173
"57276",1.2424242424242424,1,1,2,43,66
"57278",1.5121951219512195,1,1,2,26,41
"57279",3.75531914893617,5,1,5,26,94
"57294",5,5,5,5,0,1
"57297",5,5,5,5,0,1
"57301",1.5781158572264482,1,1,2,986,1709
"57303",1,1,1,1,1,1
"57304",2,2,2,2,0,1
"57311",1.2073170731707317,1,1,2,60,82
"57312",0.3148148148148148,0,0,0,51,54
"57313",2.541935483870968,2,1,5,59,155
"57314",0.7333333333333333,1,0,1,12,15
"57315",0.9830508474576272,1,0,2,44,59
"57317",2.4523809523809526,4,1,4,16,42
"57319",1.839080459770115,1,1,3,52,87
"57321",1.2105263157894737,1,0,2,12,19
"57322",1.1111111111111112,0,0,3,6,9
"57323",1.0555555555555556,1,1,1,14,18
"57324",1.2857142857142858,0,0,2,10,14
"57325",0.6938775510204082,1,0,1,262,294
"57328",1.3129770992366412,1,1,2,83,131
"57329",0.14285714285714285,0,0,0,7,7
"57330",1.2448979591836735,1,1,2,35,49
"57331",1.0681818181818181,1,0,1,35,44
"57332",0.6421052631578947,0,0,1,84,95
"57334",1.2352941176470589,1,0,2,35,51
"57335",1.4,1,0,2,6,10
"57337",1.5,1,0,2,5,8
"57339",0.3879310344827586,0,0,1,107,116
"57340",1.3181818181818181,1,0,2,12,22
"57341",0.9375,1,0,1,14,16
"57342",1.2222222222222223,1,1,2,19,27
"57344",1.4285714285714286,1,1,2,4,7
"57345",1.8888888888888888,2,1,3,32,81
"57346",0.5,0,0,1,6,6
"57348",2.7,1,0,4,11,20
"57349",1.5503355704697988,1,0,3,105,149
"57350",1.4810330912025826,1,0,2,858,1239
"57353",1.2413793103448276,1,0,2,20,29
"57354",1.5,2,1,2,2,6
"57355",1.3394495412844036,1,0,2,72,109
"57356",1.280373831775701,1,0,2,67,107
"57358",0.5,0,0,1,5,6
"57359",1.1071428571428572,1,0,2,18,28
"57361",0.6666666666666666,0,0,2,13,18
"57362",1.7651515151515151,2,1,2,109,264
"57363",1.3421052631578947,1,0,2,24,38
"57364",2.3333333333333335,1,1,5,3,6
"57365",0.84375,1,0,1,27,32
"57366",1.6159420289855073,1,1,3,270,414
"57367",1.1176470588235294,0,0,2,11,17
"57368",1.040983606557377,1,0,1,102,122
"57369",1.6099585062240664,1,1,2,141,241
"57370",0.8235294117647058,1,0,1,59,68
"57371",1.4444444444444444,1,1,2,9,18
"57373",1.53125,1,1,2,19,32
"57374",1.9,1,1,3,10,20
"57375",1.6666666666666667,1,1,2,22,33
"57376",1.240506329113924,1,1,2,59,79
"57378",1,1,1,1,1,1
"57379",0.6,1,0,1,5,5
"57380",0.7302904564315352,0,0,1,195,241
"57381",1.4848484848484849,1,1,2,17,33
"57382",1.3636363636363635,1,1,2,181,253
"57383",3.3846153846153846,4,1,5,32,117
"57384",1.2407407407407407,1,0,2,35,54
"57385",0.8450704225352113,1,0,1,58,71
"57386",1.3333333333333333,0,0,3,4,6
"57401",2.139475908706678,1,1,4,1251,2366
"57402",1,1,0,2,11,16
"57411",3,3,3,3,0,1
"57420",1,1,1,1,6,6
"57421",5,5,5,5,0,1
"57422",4,5,5,5,2,9
"57424",5.137254901960785,3,1,5,16,51
"57426",1,1,1,1,1,1
"57427",1.7272727272727273,1,1,2,13,22
"57428",3.4309210526315788,3,2,4,7,304
"57429",2.2,3,1,3,2,5
"57430",3.046511627906977,2,2,5,37,172
"57432",1.5,1,0,2,15,24
"57433",1.7692307692307692,2,1,2,5,13
"57434",1.6666666666666667,2,0,2,7,18
"57435",1.1333333333333333,1,1,1,12,15
"57436",2.8846153846153846,1,0,4,15,26
"57437",2.1826923076923075,2,1,3,33,104
"57438",1.5100671140939597,1,1,2,76,149
"57439",1.4285714285714286,1,1,2,4,7
"57440",3.1842105263157894,1,0,5,19,38
"57441",1.3846153846153846,1,1,1,11,13
"57442",1.183673469387755,1,1,2,110,147
"57445",2.5488721804511276,2,1,5,55,133
"57446",0.7,1,0,1,18,20
"57448",3.625,3,1,6,6,24
"57449",1,1,1,1,1,1
"57450",3.1186440677966103,3,1,5,17,59
"57451",2.43030303030303,2,1,4,74,165
"57452",2.3333333333333335,1,1,3,14,27
"57454",2.3125,2,1,4,6,16
"57455",1,1,1,1,4,4
"57456",0.9615384615384616,1,0,1,21,26
"57457",1.4,2,1,2,2,5
"57460",0.375,0,0,0,7,8
"57461",1.3333333333333333,1,0,1,9,12
"57465",1.7777777777777777,2,1,2,4,9
"57466",2.8333333333333335,1,0,6,3,6
"57467",1,1,1,1,13,15
"57468",3.125,2,1,5,3,8
"57469",4.276990185387132,3,1,5,250,917
"57470",2.25,3,0,3,1,4
"57471",2.96,3,1,6,19,50
"57472",1.2035398230088497,1,1,1,96,113
"57473",0,0,0,0,1,1
"57474",0.3333333333333333,0,0,1,3,3
"57475",4.611111111111111,3,3,7,1,18
"57476",4.153846153846154,3,1,5,17,52
"57477",5,1,0,5,2,4
"57479",1.4,1,1,2,19,30
"57481",1.1666666666666667,1,0,2,13,18
"57501",1.1580666231221424,1,0,1,1160,1531
"57520",0,0,0,0,1,1
"57521",2.1,1,1,4,6,10
"57522",1.08,1,1,2,18,25
"57523",1.5,1,0,2,27,40
"57526",0.6666666666666666,0,0,2,2,3
"57528",1.7551020408163265,1,1,2,32,49
"57529",1.4545454545454546,1,1,2,22,33
"57531",0.7333333333333333,1,0,1,15,15
"57532",0.9170305676855895,1,0,1,181,229
"57533",1.9382022471910112,1,1,4,108,178
"57534",2.3333333333333335,3,1,3,3,9
"57535",5,5,5,5,0,1
"57536",0.5882352941176471,1,0,1,33,34
"57537",1.5,1,1,2,3,6
"57538",1.1666666666666667,1,1,2,4,6
"57540",2.1,1,1,4,5,10
"57541",1.619047619047619,1,1,3,15,21
"57543",3.6547619047619047,5,1,5,21,84
"57544",0.8260869565217391,1,0,1,20,23
"57547",1.6,1,0,2,3,5
"57548",0.505,0,0,1,192,200
"57550",2.5,2,2,3,0,2
"57551",1.9428571428571428,2,2,2,39,175
"57552",2.1458333333333335,1,0,5,28,48
"57553",2,1,1,3,6,10
"57555",1.1168831168831168,0,0,1,62,77
"57559",1.3714285714285714,1,0,1,28,35
"57560",2,1,0,5,8,12
"57562",0,0,0,0,1,1
"57563",0.9545454545454546,0,0,1,17,22
"57564",0.8360655737704918,0,0,1,53,61
"57566",0.631578947368421,1,0,1,18,19
"57567",3.12,3,1,5,61,225
"57568",1.2258064516129032,1,0,1,28,31
"57569",0.5714285714285714,0,0,1,13,14
"57570",1.0172413793103448,1,0,1,45,58
"57571",1,1,1,1,1,1
"57572",0.8125,0,0,1,28,32
"57576",2.3,1,1,5,7,10
"57577",2,1,0,5,19,34
"57579",3.2695652173913046,4,1,5,36,115
"57580",1.743099787685775,1,1,3,254,471
"57584",0.8888888888888888,1,1,1,8,9
"57585",1.3636363636363635,1,1,1,9,11
"57599",5,5,5,5,0,1
"57601",1.1944444444444444,1,0,1,90,108
"57620",0.8333333333333334,1,0,2,13,18
"57621",1,1,1,1,16,16
"57622",1.0714285714285714,0,0,3,9,14
"57623",0.4827586206896552,0,0,1,27,29
"57625",0.5910364145658263,0,0,0,293,357
"57626",0.8,0,0,1,20,25
"57630",0,0,0,0,1,1
"57631",1.2,1,1,1,12,15
"57632",0.9736842105263158,1,0,1,30,38
"57633",1.4,1,1,2,3,5
"57634",1,1,1,1,1,1
"57636",1.5,0,0,3,1,2
"57638",1.9156626506024097,2,1,3,28,83
"57639",0.25,0,0,0,8,8
"57640",1.6666666666666667,2,1,2,1,3
"57641",1.8333333333333333,1,1,3,3,6
"57642",0.3220338983050847,0,0,1,57,59
"57644",0,0,0,0,5,5
"57645",0.5,0,0,1,4,4
"57646",2.5,1,1,3,5,10
"57648",0.8,1,0,1,14,15
"57649",1,1,1,1,1,1
"57651",1,0,0,2,3,6
"57652",1.736842105263158,1,0,3,14,19
"57656",0.30952380952380953,0,0,0,40,42
"57658",0.375,0,0,0,7,8
"57661",2.4,3,2,3,1,5
"57701",1.1363308487617216,0,0,1,3208,4159
"57702",1.0294117647058822,0,0,1,2221,2754
"57703",0.6807958477508651,0,0,1,1019,1156
"57704",4.057142857142857,4,4,4,0,35
"57706",0.5510204081632653,0,0,1,44,49
"57707",5,5,5,5,0,1
"57709",0.5974025974025974,0,0,1,136,154
"57710",2.5,1,1,4,1,2
"57712",2,2,2,2,0,1
"57714",2,2,2,2,10,127
"57716",2.6363636363636362,2,2,4,5,44
"57717",0.4491150442477876,0,0,1,430,452
"57718",0.5233050847457628,0,0,1,434,472
"57719",0.7569620253164557,0,0,1,672,790
"57720",0.5625,0,0,1,15,16
"57722",1.2,1,0,2,15,25
"57723",5,5,5,5,0,1
"57724",0.3333333333333333,0,0,1,6,6
"57725",1.0555555555555556,0,0,1,15,18
"57730",0.5379146919431279,0,0,1,388,422
"57732",0.4214876033057851,0,0,1,113,121
"57735",0.8043478260869565,0,0,1,38,46
"57737",0.6666666666666666,1,0,1,3,3
"57738",0.1,0,0,0,10,10
"57740",5,5,5,5,0,1
"57741",0.3333333333333333,0,0,1,12,12
"57744",0.9872611464968153,0,0,2,107,157
"57745",0.45454545454545453,0,0,1,100,110
"57747",0.7238805970149254,1,0,1,455,536
"57748",0,0,0,0,6,6
"57750",2.2127659574468086,2,1,3,12,47
"57751",1.3584905660377358,0,0,2,36,53
"57752",2.9943074003795065,3,3,4,53,527
"57754",0.6097560975609756,0,0,1,169,205
"57755",1,1,1,1,1,1
"57756",4.319371727748691,5,4,5,23,191
"57758",0,0,0,0,3,3
"57759",0.35714285714285715,0,0,1,27,28
"57760",0.5471698113207547,0,0,1,48,53
"57761",0.8784530386740331,1,1,1,167,181
"57762",0.6521739130434783,0,0,1,20,23
"57763",1,1,0,1,13,17
"57764",2.5281501340482575,2,2,3,42,373
"57766",0.5,0,0,1,11,12
"57767",1,1,0,1,5,6
"57769",0.6317991631799164,0,0,1,212,239
"57770",3.450381679389313,4,2,5,108,786
"57772",3.1448598130841123,3,3,4,30,214
"57773",0.4230769230769231,0,0,1,24,26
"57775",0.75,0,0,1,14,16
"57777",5,5,5,5,0,1
"57778",5,5,5,5,0,1
"57779",0.42857142857142855,0,0,1,13,14
"57780",0.3333333333333333,0,0,1,3,3
"57782",0.5,0,0,1,2,2
"57783",0.4211017740429505,0,0,1,1000,1071
"57785",0.49326599326599324,0,0,1,544,594
"57787",0.2857142857142857,0,0,0,6,7
"57788",0.4375,0,0,1,15,16
"57789",0,0,0,0,1,1
"57790",0.7543859649122807,0,0,1,51,57
"57791",0.2,0,0,0,5,5
"57792",3.5,2,2,5,0,2
"57793",0.43103448275862066,0,0,1,104,116
"57794",4.679389312977099,5,5,5,14,131
"58001",0.7692307692307693,1,1,1,13,13
"58004",0.4,0,0,1,5,5
"58005",1.0333333333333334,1,1,1,26,30
"58006",1.375,1,1,2,23,40
"58007",1.25,1,0,1,6,8
"58008",0.875,1,0,1,6,8
"58009",2,2,2,2,0,5
"58011",1,1,1,1,14,17
"58012",0.6782608695652174,1,0,1,105,115
"58013",1,1,0,1,5,6
"58014",0.75,1,0,1,8,8
"58015",0.7142857142857143,1,0,1,6,7
"58016",1.1818181818181819,1,1,2,8,11
"58017",0.46153846153846156,0,0,1,13,13
"58018",0.8571428571428571,1,0,1,12,14
"58021",0.9354838709677419,1,1,1,26,31
"58022",2,1,1,3,1,2
"58027",0.4230769230769231,0,0,1,25,26
"58029",2,2,2,2,0,1
"58030",1.411764705882353,1,1,2,11,17
"58031",0.8,1,0,1,13,15
"58032",0.7398373983739838,1,0,1,120,123
"58033",0.47619047619047616,0,0,1,21,21
"58035",1,1,0,1,9,11
"58036",1,1,0,2,5,7
"58038",0.5555555555555556,1,0,1,9,9
"58040",0.6382978723404256,1,0,1,44,47
"58041",0.8130841121495327,1,0,1,97,107
"58042",0.8813559322033898,1,0,1,48,59
"58043",0.7058823529411765,1,0,1,15,17
"58045",1.5818181818181818,2,1,2,39,110
"58046",0.8157894736842105,1,0,1,34,38
"58047",0.7857142857142857,1,0,1,161,182
"58048",1.6,1,0,3,5,10
"58049",1.0434782608695652,1,0,2,16,23
"58051",0.7777777777777778,1,0,1,56,63
"58052",1,1,0,1,7,8
"58053",0.8461538461538461,1,1,1,25,26
"58054",0.5849673202614379,1,0,1,301,306
"58055",1,1,1,1,1,1
"58056",3.2,1,1,1,4,5
"58057",0.7142857142857143,1,0,1,7,7
"58058",0.25,0,0,0,4,4
"58059",0.7560975609756098,1,0,1,70,82
"58060",0.4,0,0,1,29,30
"58061",0.5833333333333334,0,0,1,10,12
"58062",0,0,0,0,7,7
"58063",1.375,1,0,3,11,16
"58064",0.9047619047619048,1,0,1,17,21
"58065",0,0,0,0,1,1
"58067",0.2727272727272727,0,0,1,11,11
"58068",0.2,0,0,0,10,10
"58069",0.5,0,0,1,8,8
"58071",0.84,1,0,1,21,25
"58072",1.0397404703974047,1,0,1,981,1233
"58073",0.6666666666666666,0,0,2,2,3
"58074",0.2857142857142857,0,0,1,7,7
"58075",1.0677966101694916,1,1,2,219,295
"58077",0.6170212765957447,1,0,1,47,47
"58078",0.8392336526447314,1,0,1,2030,2401
"58079",0.7777777777777778,1,0,1,16,18
"58081",0.7111111111111111,1,0,1,41,45
"58095",1,1,1,1,1,1
"58098",1,1,1,1,1,1
"58101",1,1,1,1,3,3
"58102",0.8764832793959008,1,0,1,1614,1854
"58103",0.7760702524698134,1,0,1,3208,3644
"58104",0.8010416666666667,1,0,1,3399,3840
"58105",1.25,1,1,1,3,4
"58106",0.6,1,0,1,10,10
"58107",0.5,0,0,1,4,4
"58108",1.125,0,0,1,12,16
"58109",0.75,1,0,1,4,4
"58130",0,0,0,0,1,1
"58181",1,1,1,1,1,1
"58192",1,1,1,1,1,1
"58194",0,0,0,0,1,1
"58201",0.955475763016158,1,1,1,2487,2785
"58202",0.6,1,0,1,5,5
"58203",0.8329145728643216,1,1,1,735,796
"58204",0.9166666666666666,1,1,1,45,48
"58205",1,1,1,1,4,4
"58206",1.1111111111111112,1,1,1,7,9
"58207",1.1666666666666667,1,1,1,5,6
"58208",1,1,1,1,12,14
"58210",0.9375,1,1,1,14,16
"58212",1.007936507936508,1,1,1,124,126
"58214",1,1,1,1,15,17
"58216",1.5,2,0,2,1,4
"58218",1.0227272727272727,1,0,1,33,44
"58219",1,1,1,1,2,2
"58220",0.5441176470588235,0,0,1,129,136
"58222",1.1111111111111112,1,0,1,28,36
"58223",1.2142857142857142,1,1,1,11,14
"58224",1.2,1,1,2,3,5
"58225",0.8472222222222222,1,0,1,63,72
"58227",1.1063829787234043,1,1,2,33,47
"58228",0.9,1,0,1,18,20
"58229",1,1,1,1,10,11
"58230",1.205128205128205,1,1,1,30,39
"58231",0.875,1,0,1,27,32
"58233",1.1666666666666667,1,1,2,13,18
"58235",1,1,1,1,3,3
"58236",1,1,1,1,4,4
"58237",1.1175879396984925,1,1,1,747,995
"58238",1,1,0,2,2,3
"58239",0.8333333333333334,1,0,1,5,6
"58240",1.1827411167512691,1,1,1,156,197
"58241",0.9166666666666666,1,1,1,11,12
"58242",0,0,0,0,1,1
"58243",1.2682926829268293,1,1,2,25,41
"58244",1.2,1,1,1,4,5
"58245",0,0,0,0,1,1
"58246",1,1,1,1,1,1
"58249",1.1009389671361502,1,1,1,347,426
"58250",0.8888888888888888,1,0,1,7,9
"58251",0.65625,1,0,1,124,128
"58253",1,1,1,1,1,1
"58254",0.908256880733945,1,1,1,108,109
"58255",0.6666666666666666,1,0,1,3,3
"58256",0.6486486486486487,1,0,1,37,37
"58257",1.394736842105263,1,1,2,288,456
"58258",0.75,1,0,1,15,16
"58259",0.8461538461538461,1,0,1,10,13
"58260",0.7,0,0,2,7,10
"58261",1.09375,1,0,1,48,64
"58262",1.3170731707317074,1,1,2,26,41
"58265",0.4,0,0,1,10,10
"58266",0.75,1,0,1,7,8
"58267",0.9672131147540983,1,1,1,120,122
"58269",0.9655172413793104,1,1,1,25,29
"58270",1.082191780821918,1,1,2,209,292
"58271",0.5833333333333334,1,0,1,12,12
"58272",0.8333333333333334,1,1,1,12,12
"58273",1.5416666666666667,2,1,2,9,24
"58274",1.5714285714285714,1,1,2,46,84
"58275",1.0689655172413792,1,1,1,22,29
"58276",0.9787234042553191,1,1,1,38,47
"58277",1.0769230769230769,1,1,1,12,13
"58278",0.8596491228070176,1,1,1,106,114
"58279",1,1,1,1,2,2
"58280",2,2,2,2,0,1
"58281",0.8888888888888888,1,0,1,8,9
"58282",0.6075949367088608,0,0,1,139,158
"58295",3,1,1,5,1,2
"58301",0.7278911564625851,1,0,1,806,882
"58305",0.5,0,0,1,2,2
"58311",1,1,1,1,2,2
"58313",1,1,0,2,2,3
"58315",2,1,1,3,1,2
"58316",0.9811912225705329,1,1,1,290,319
"58317",0.8,1,0,1,9,10
"58318",1.283720930232558,1,1,2,145,215
"58320",1.5,1,1,2,1,2
"58321",1.4,1,1,2,3,5
"58322",1,1,1,1,1,1
"58323",0.6666666666666666,1,0,1,3,3
"58324",1,1,0,2,35,49
"58326",1,1,1,1,1,1
"58327",0.6,1,0,1,14,15
"58328",0,0,0,0,1,1
"58329",0.775974025974026,1,0,1,292,308
"58330",1.0909090909090908,1,0,2,8,11
"58331",0.8,1,1,1,5,5
"58332",0.9629629629629629,1,1,1,24,27
"58334",1,1,1,1,1,1
"58335",0.8604651162790697,1,1,1,40,43
"58338",1.25,1,1,1,3,4
"58339",1,1,1,1,1,1
"58340",4,4,4,4,0,1
"58341",1.1088709677419355,1,1,1,211,248
"58342",1,1,1,1,1,1
"58343",0.75,1,0,1,4,4
"58344",1.5963302752293578,2,1,2,50,109
"58345",0.5714285714285714,0,0,1,6,7
"58346",0.7368421052631579,1,0,1,15,19
"58348",0.9693877551020408,1,1,1,96,98
"58349",1,1,0,2,2,3
"58351",0.47058823529411764,0,0,1,17,17
"58352",0.896551724137931,1,1,1,55,58
"58353",1.5,1,1,2,1,2
"58355",1,1,1,1,3,3
"58356",0.9304347826086956,1,1,1,108,115
"58357",1,1,0,2,2,3
"58358",0.6666666666666666,1,0,1,3,3
"58361",0.6,1,0,1,15,15
"58362",1,1,0,1,6,8
"58363",0.5,0,0,1,2,2
"58365",0.8333333333333334,1,1,1,6,6
"58366",0.5504587155963303,0,0,1,102,109
"58367",0.7857142857142857,1,0,1,80,84
"58368",1.2283737024221453,1,1,2,196,289
"58369",0.7951807228915663,1,1,1,81,83
"58370",0.4375,0,0,1,16,16
"58372",1,1,1,1,4,4
"58374",0.7,1,0,1,9,10
"58377",0.5,0,0,1,2,2
"58379",0.8,1,0,1,8,10
"58380",1,1,0,2,15,21
"58381",1.5714285714285714,1,0,2,5,7
"58382",0.5,0,0,1,4,4
"58384",1.0555555555555556,1,1,1,15,18
"58385",0.5,0,0,1,7,8
"58386",1.125,1,1,1,13,16
"58401",1.110056925996205,1,1,1,1318,1581
"58402",0.9090909090909091,1,1,1,10,11
"58403",1,1,1,1,1,1
"58405",1.6,2,1,2,2,5
"58406",2,2,2,2,0,1
"58412",1,1,1,1,1,1
"58413",1.0153846153846153,1,1,1,125,130
"58415",0.8,1,0,1,14,15
"58416",1,1,1,1,13,14
"58418",0.8888888888888888,1,1,1,8,9
"58420",1.1666666666666667,1,1,1,15,18
"58421",1.392156862745098,1,1,2,65,102
"58422",0.6666666666666666,1,0,1,3,3
"58424",1.1428571428571428,1,1,2,10,14
"58425",0.9136690647482014,1,1,1,135,139
"58426",0.6666666666666666,1,0,1,6,6
"58428",1.4,1,1,1,9,10
"58429",0.6666666666666666,0,0,1,13,15
"58430",1,1,1,1,2,2
"58431",1,1,1,1,8,8
"58432",1,1,1,1,1,1
"58433",1.0297619047619047,1,1,1,158,168
"58434",0.5,0,0,1,2,2
"58436",1.0186915887850467,1,1,1,98,107
"58438",1.0769230769230769,1,1,1,20,26
"58439",0.2,0,0,0,5,5
"58440",1.1363636363636365,1,1,1,17,22
"58441",0.6666666666666666,1,0,1,9,9
"58442",0.9591836734693877,1,1,1,45,49
"58443",1,1,1,1,4,5
"58444",1.5,1,1,2,2,4
"58448",0.9130434782608695,1,1,1,22,23
"58450",2,2,2,2,0,1
"58451",1.4,1,1,1,4,5
"58453",1,1,1,1,1,1
"58454",1.1428571428571428,1,1,1,13,14
"58455",1.3636363636363635,1,1,2,8,11
"58456",1.2380952380952381,1,1,1,17,21
"58457",1,1,1,1,2,2
"58458",1.118320610687023,1,1,1,220,262
"58459",1,1,1,1,2,2
"58460",1.4090909090909092,1,1,2,13,22
"58461",1.04,1,0,1,20,25
"58463",1.8,2,1,2,12,35
"58464",0.9,1,0,1,8,10
"58465",1,1,1,1,2,2
"58466",1.0769230769230769,1,1,1,10,13
"58467",0.85,1,0,1,18,20
"58470",0,0,0,0,1,1
"58472",0.9375,1,1,1,14,16
"58474",0.4186046511627907,0,0,1,164,172
"58475",1,1,1,1,3,3
"58476",1.0909090909090908,1,0,1,9,11
"58477",0,0,0,0,1,1
"58478",0.5,0,0,1,2,2
"58479",1.3888888888888888,1,1,2,12,18
"58480",0.6875,0,0,1,13,16
"58481",0.7777777777777778,1,0,1,17,18
"58482",1.102803738317757,1,1,1,94,107
"58483",1,1,1,1,10,11
"58484",5,5,5,5,0,1
"58486",1.5,1,1,2,1,2
"58487",1,1,1,1,8,8
"58488",1,1,1,1,12,12
"58490",0.8823529411764706,1,1,1,15,17
"58492",0.7692307692307693,1,0,1,23,26
"58494",0.8888888888888888,1,1,1,9,9
"58495",1.2115384615384615,1,1,2,294,416
"58496",1.4,1,1,2,3,5
"58497",1,1,0,1,6,7
"58501",0.945211038961039,1,1,1,2206,2464
"58502",1.1162790697674418,1,1,2,30,43
"58503",0.9370915032679739,1,1,1,3363,3672
"58504",0.8777239709443099,1,1,1,1484,1652
"58505",1,1,1,1,3,3
"58506",0.4931506849315068,0,0,1,291,292
"58507",1.25,1,1,1,3,4
"58508",1,1,1,1,1,1
"58518",1,1,1,1,1,1
"58520",1,1,1,1,12,13
"58521",1.0232558139534884,1,1,1,36,43
"58522",1,1,1,1,1,1
"58523",1.0348837209302326,1,1,1,155,172
"58524",1.4,1,1,1,4,5
"58527",1,1,1,1,1,1
"58528",0.627906976744186,1,0,1,39,43
"58529",1.6923076923076923,1,1,1,10,13
"58530",0.9411764705882353,1,1,1,29,34
"58531",1,1,1,1,9,9
"58532",1.1,1,1,1,8,10
"58533",0.7232142857142857,1,0,1,108,112
"58535",0.5625,0,0,1,15,16
"58537",1,1,1,1,2,2
"58538",0.6855345911949685,1,0,1,154,159
"58540",1.175609756097561,1,1,1,163,205
"58541",1.1428571428571428,1,1,2,5,7
"58542",1.1111111111111112,1,1,1,8,9
"58544",0.6666666666666666,1,0,1,23,24
"58545",1.0451127819548873,1,1,1,120,133
"58548",1,1,1,1,1,1
"58549",1.0833333333333333,1,1,1,10,12
"58552",0.96,1,1,1,49,50
"58553",1,1,1,1,1,1
"58554",0.8690824079485681,1,1,1,1569,1711
"58555",0.3333333333333333,0,0,1,3,3
"58556",1.5,1,1,2,1,2
"58558",0.9142857142857143,1,1,1,101,105
"58559",1,1,1,1,1,1
"58560",1,1,1,1,24,29
"58561",1.0661157024793388,1,1,1,109,121
"58562",1,1,1,1,6,7
"58563",1,1,1,1,199,206
"58564",0.5,0,0,1,2,2
"58565",1,1,1,1,4,4
"58566",1,1,1,1,3,3
"58568",0.6153846153846154,1,0,1,25,26
"58569",1,1,1,1,3,3
"58570",0.9047619047619048,1,1,1,20,21
"58571",0.8571428571428571,1,1,1,14,14
"58572",1.0769230769230769,1,1,1,11,13
"58573",0.9473684210526315,1,1,1,37,38
"58575",1,1,1,1,13,17
"58576",0.8461538461538461,1,1,1,12,13
"58577",0.9911504424778761,1,1,1,107,113
"58579",0.8709677419354839,1,1,1,60,62
"58580",1.1333333333333333,1,1,1,13,15
"58581",1.0714285714285714,1,1,1,12,14
"58582",1,1,1,1,1,1
"58583",0,0,0,0,1,1
"58585",1,1,1,1,1,1
"58588",1,1,1,1,2,2
"58593",0.6666666666666666,1,0,1,3,3
"58601",1.3383002207505519,1,1,2,1221,1812
"58602",1.2,1,1,2,7,10
"58604",0.5,0,0,1,2,2
"58620",0.16666666666666666,0,0,0,12,12
"58621",1.0144927536231885,1,1,1,64,69
"58622",1.0731707317073171,1,1,1,31,41
"58623",0.3286384976525822,0,0,1,618,639
"58624",0.2857142857142857,0,0,1,7,7
"58625",1.5,1,1,2,3,6
"58626",0.6,1,0,1,5,5
"58627",1.3333333333333333,2,0,2,1,3
"58629",1,1,1,1,1,1
"58630",1.4736842105263157,1,1,2,10,19
"58631",0.9745762711864406,1,1,1,115,118
"58632",1,1,1,1,1,1
"58634",0.75,1,0,1,8,8
"58636",1.5714285714285714,2,1,2,10,21
"58638",0.9846153846153847,1,1,1,63,65
"58639",1.1368421052631579,1,1,1,74,95
"58640",1,1,0,2,29,40
"58641",1,1,1,1,2,2
"58642",0.875,1,1,1,8,8
"58643",1,0,0,2,1,2
"58644",1,1,1,1,2,2
"58645",1.369047619047619,1,1,2,104,168
"58646",0.94,1,1,1,48,50
"58647",1.2,1,1,2,22,30
"58649",0.6,1,0,1,19,20
"58650",1,1,1,1,5,6
"58651",0.24,0,0,0,49,50
"58652",1.2162162162162162,1,1,1,30,37
"58653",0.17073170731707318,0,0,0,119,123
"58654",0,0,0,0,1,1
"58655",1.121212121212121,1,1,1,27,33
"58656",1.1538461538461537,1,1,1,11,13
"58665",2,2,2,2,0,1
"58701",1.2353276353276352,1,1,2,1264,1755
"58702",1.75,1,1,2,7,12
"58703",1.0590219224283306,1,1,1,491,593
"58704",1.1875,1,1,2,34,48
