"anly_mapped_zipcode","accession_to_result","accession_to_result","accession_to_result","accession_to_result","accession_to_result_than_1","accession_to_result_than_1"
"16937",0.8333333333333334,1,1,1,6,6
"16938",0.6086956521739131,0,0,1,20,23
"16939",1,0,0,2,1,2
"16940",0.6,1,0,1,5,5
"16941",0.5,0,0,1,4,4
"16942",0.6756756756756757,1,0,1,33,37
"16943",0.36363636363636365,0,0,1,11,11
"16945",1.3333333333333333,1,0,3,2,3
"16946",1.048,1,0,1,99,125
"16947",0.8283752860411899,0,0,1,369,437
"16948",0.8222222222222222,1,0,1,38,45
"16950",0.8360655737704918,0,0,1,101,122
"17001",0.9289772727272727,1,1,1,323,352
"17002",1.0454545454545454,1,1,1,19,22
"17003",1.7632508833922262,1,0,3,534,849
"17004",0.6158536585365854,1,0,1,155,164
"17005",1.7826086956521738,1,1,3,17,23
"17006",0.7636363636363637,1,0,1,45,55
"17007",1.0558823529411765,1,0,1,273,340
"17009",0.8163265306122449,1,0,1,130,147
"17010",3.1842105263157894,4,1,4,12,38
"17011",1.076674134926562,1,1,1,3502,4017
"17012",4.5,4,4,5,0,2
"17013",0.930500917912405,1,0,1,3069,3813
"17014",1.8181818181818181,1,0,3,7,11
"17015",0.9559633027522936,1,0,1,1390,1635
"17016",1.0634517766497462,1,0,1,310,394
"17017",1.3673469387755102,1,0,2,72,98
"17018",1.2753036437246963,1,0,1,189,247
"17019",1.0393208221626453,1,0,1,915,1119
"17020",0.9665271966527197,1,0,1,397,478
"17021",1.0666666666666667,1,0,1,37,45
"17022",1.5790408525754884,1,0,2,2060,2815
"17023",1.4200913242009132,1,0,2,151,219
"17024",1.2117647058823529,1,0,2,62,85
"17025",1.1934272300469484,1,0,1,829,1065
"17026",1.648068669527897,1,0,2,160,233
"17027",1.9411764705882353,0,0,4,12,17
"17028",1.5901639344262295,1,0,2,123,183
"17029",0.5833333333333334,0,0,1,34,36
"17030",1.9090909090909092,1,0,3,26,44
"17032",1.4450402144772119,1,0,2,263,373
"17033",2.222308892355694,1,0,3,1713,2564
"17034",1.2722772277227723,1,0,2,150,202
"17035",1.0851063829787233,1,0,1,41,47
"17036",1.6271551724137931,1,0,2,963,1392
"17037",1.0166666666666666,0,0,1,49,60
"17038",1.7095158597662772,1,0,2,410,599
"17039",1.25,0,0,1,3,4
"17040",1.0769230769230769,1,0,1,116,143
"17041",0.3333333333333333,0,0,1,3,3
"17042",1.5302352712424654,1,0,2,3650,5143
"17043",1.309572301425662,1,0,1,370,491
"17044",1.0269872423945043,1,0,1,1704,2038
"17045",1.059782608695652,1,0,1,149,184
"17046",1.4787878787878788,1,0,2,2648,3630
"17047",1.1067961165048543,1,0,1,81,103
"17048",1.605263157894737,1,0,2,149,228
"17049",1.0782122905027933,1,0,1,148,179
"17050",1.205128205128205,1,0,1,1928,2457
"17051",0.7169811320754716,1,0,1,246,265
"17052",1.0731707317073171,1,0,1,66,82
"17053",1.1070110701107012,1,0,1,218,271
"17054",0.5,0,0,1,4,4
"17055",1.1202096298722568,1,0,1,2346,3053
"17056",1.1111111111111112,1,0,2,6,9
"17057",1.350595783684693,1,0,1,1721,2182
"17058",1.1407035175879396,1,0,1,164,199
"17059",1.1948529411764706,1,0,1,435,544
"17060",0.8301886792452831,1,0,1,47,53
"17061",1.158176943699732,0,0,2,556,746
"17062",1.005952380952381,1,0,1,136,168
"17063",0.8670520231213873,1,0,1,157,173
"17064",1.7446808510638299,1,0,2,60,94
"17065",1.0238095238095237,1,0,1,207,252
"17066",1.178343949044586,1,0,1,239,314
"17067",1.09024064171123,1,0,1,1213,1496
"17068",0.9021739130434783,0,0,1,379,460
"17069",0.5555555555555556,1,0,1,9,9
"17070",1.3758741258741258,1,0,2,839,1144
"17072",0.5384615384615384,1,0,1,13,13
"17073",1.372960372960373,1,0,1,324,429
"17074",1.064039408866995,1,0,1,332,406
"17075",0.6111111111111112,0,0,1,16,18
"17076",1.25,0,0,1,3,4
"17077",0.4444444444444444,0,0,1,9,9
"17078",1.5966887417218543,1,0,2,1057,1510
"17080",2.72,2,1,4,11,25
"17081",1.608695652173913,1,0,2,14,23
"17082",1.2356020942408377,1,0,1,155,191
"17083",0.2222222222222222,0,0,0,9,9
"17084",1.0633484162895928,1,0,1,189,221
"17085",1.5625,1,1,2,9,16
"17086",1.6288659793814433,1,0,2,64,97
"17087",1.2376237623762376,1,0,1,161,202
"17088",1.4038461538461537,1,0,1,42,52
"17089",1.6428571428571428,1,1,2,10,14
"17090",1.1302931596091206,1,0,1,251,307
"17093",1.121212121212121,1,0,1,26,33
"17094",0.7777777777777778,1,0,1,120,135
"17097",1.4193548387096775,1,0,2,23,31
"17098",2.217741935483871,1,1,3,71,124
"17099",0.9230769230769231,1,0,1,81,91
"17101",0.9550304878048781,1,0,1,4705,5248
"17102",10.60832137733142,1,0,1,537,697
"17103",1.3035320088300222,1,0,2,670,906
"17104",5.758053461274846,1,0,1,1102,1459
"17105",2.03125,1,0,3,38,64
"17106",1.3125,1,0,1,12,16
"17108",1.4285714285714286,1,0,1,6,7
"17109",1.453804347826087,1,0,2,1261,1840
"17110",1.3261855670103093,1,0,2,1803,2425
"17111",1.977438136826783,1,1,3,3379,5496
"17112",1.4532,1,0,2,1707,2500
"17113",1.4504504504504505,1,0,2,554,777
"17120",1.7067307692307692,2,0,3,100,208
"17122",1,1,1,1,1,1
"17126",6,8,0,8,1,4
"17140",8,6,6,10,0,2
"17172",1,1,1,1,1,1
"17201",1.7949044585987262,1,0,3,4115,6280
"17202",1.2545839210155147,1,0,2,1019,1418
"17210",1.4,0,0,1,4,5
"17211",1.1,1,0,1,15,20
"17212",0.8780487804878049,0,0,1,34,41
"17213",1.48,1,0,1,19,25
"17214",1.9230769230769231,1,0,2,48,65
"17215",1.75,1,0,1,10,12
"17217",1.4285714285714286,1,1,2,5,7
"17219",0.8571428571428571,0,0,1,6,7
"17220",1,1,0,2,6,9
"17221",1.4210526315789473,1,1,2,12,19
"17222",1.4118942731277533,1,0,2,661,908
"17223",1.2727272727272727,1,0,1,17,22
"17224",1.2857142857142858,1,0,2,51,70
"17225",1.0889570552147239,1,0,1,806,978
"17228",1.1886792452830188,1,0,1,43,53
"17229",1.0869565217391304,1,0,1,37,46
"17231",5.666666666666667,5,4,8,0,3
"17232",1,1,0,2,2,3
"17233",1.1611842105263157,1,0,1,250,304
"17235",1.5,1,1,2,17,26
"17236",1.1135135135135135,1,0,1,295,370
"17237",0.9385964912280702,1,0,1,100,114
"17238",0.84,1,0,1,87,100
"17239",1.5,1,1,2,1,2
"17240",1.0481283422459893,1,0,1,160,187
"17241",0.9774153074027604,1,0,1,1299,1594
"17243",1.0574712643678161,1,0,1,67,87
"17244",1.161764705882353,1,0,1,52,68
"17246",1.2,1,1,1,4,5
"17247",1.0909090909090908,1,1,1,9,11
"17249",1.7857142857142858,1,1,2,7,14
"17250",1.6666666666666667,1,0,2,9,15
"17251",0.7692307692307693,1,0,1,12,13
"17252",1.3,1,0,2,111,150
"17253",1.5714285714285714,1,1,2,9,14
"17254",0.875,0,0,0,20,24
"17255",1,1,0,1,40,45
"17256",2.142857142857143,1,0,2,5,7
"17257",1.0752757949383518,1,0,1,1236,1541
"17259",2,2,2,2,0,1
"17260",1.3461538461538463,1,0,2,56,78
"17261",3.404332129963899,4,3,4,24,277
"17262",1.5172413793103448,0,0,2,21,29
"17263",1.75,1,0,2,13,20
"17264",1.0925925925925926,1,0,1,88,108
"17265",0.5833333333333334,0,0,1,11,12
"17266",1.2580645161290323,1,0,2,23,31
"17267",1.0613496932515338,1,0,1,140,163
"17268",1.3565484012264564,1,0,1,1758,2283
"17271",1.3636363636363635,1,0,2,7,11
"17272",1.7,0,0,2,7,10
"17301",1.3868194842406876,1,0,1,266,349
"17302",1.6616541353383458,1,0,2,98,133
"17303",1.7179487179487178,1,0,3,27,39
"17304",1.7542857142857142,1,0,2,124,175
"17306",1.56,1,0,2,34,50
"17307",1.505181347150259,1,0,2,276,386
"17309",1.446969696969697,1,0,1,101,132
"17310",1.2727272727272727,1,0,2,8,11
"17311",1.411764705882353,1,0,3,12,17
"17312",1.2,1,0,1,4,5
"17313",1.5940886699507388,1,0,2,745,1015
"17314",1.5913621262458473,1,0,2,211,301
"17315",1.6169977924944812,1,0,2,1306,1812
"17316",1.406813627254509,1,0,1,377,499
"17317",1.6363636363636365,1,0,2,24,33
"17318",2.7714285714285714,2,0,4,17,35
"17319",1.5947075208913648,1,0,2,510,718
"17320",1.733705772811918,1,0,2,363,537
"17321",1.6974789915966386,1,0,2,81,119
"17322",1.547400611620795,1,0,2,235,327
"17323",1.4,1,0,1,15,20
"17324",1.2949640287769784,1,0,1,229,278
"17325",1.4966231427285006,1,0,2,1627,2221
"17327",1.5434782608695652,1,0,2,355,506
"17329",1.441860465116279,1,0,2,123,172
"17331",1.349044585987261,1,0,1,3554,4710
"17332",1,1,1,1,1,1
"17334",0,0,0,0,1,1
"17337",1.5,1,1,2,1,2
"17339",1.40990990990991,1,0,2,326,444
"17340",1.532130777903044,1,0,2,646,887
"17342",1.3461538461538463,1,0,1,21,26
"17343",2.5,1,1,5,7,10
"17344",1.3820224719101124,1,0,2,200,267
"17345",1.499108734402852,1,0,2,413,561
"17347",1.6932367149758454,1,0,2,297,414
"17349",1.8194174757281554,1,0,2,345,515
"17350",1.2826725403817916,1,0,1,1076,1362
"17352",2.0972222222222223,1,0,3,38,72
"17353",1.5112107623318385,1,0,2,160,223
"17355",1.5,0,0,1,6,8
"17356",1.7127206329884357,1,0,2,1129,1643
"17358",0,0,0,0,1,1
"17360",1.6241299303944317,1,0,2,311,431
"17361",1.531390134529148,1,0,2,332,446
"17362",1.3582766439909297,1,0,1,686,882
"17363",1.752365930599369,1,0,2,449,634
"17364",1.1904761904761905,1,0,1,205,252
"17365",1.2544378698224852,1,0,1,134,169
"17366",1.9973333333333334,1,0,3,248,375
"17368",1.4931921331316187,1,0,2,475,661
"17370",1.6933701657458564,1,0,2,258,362
"17371",1.9130434782608696,1,0,1,18,23
"17372",1.3858267716535433,1,0,1,192,254
"17401",1.8101635514018692,1,0,3,1130,1712
"17402",1.6580267558528428,1,0,2,2523,3588
"17403",1.5528785188942429,1,0,2,2849,3943
"17404",1.731578947368421,1,0,3,2076,3040
"17405",1.2258064516129032,0,0,2,46,62
"17406",1.525779376498801,1,0,2,1222,1668
"17407",1.6037735849056605,1,0,2,114,159
"17408",1.4885282596530498,1,0,2,1315,1787
"17482",0,0,0,0,2,2
"17501",1.8725490196078431,1,0,3,364,612
"17502",1.306878306878307,1,0,1,149,189
"17503",1.8,1,0,3,8,15
"17504",1.5,1,0,1,22,28
"17505",1.3428571428571427,1,0,1,80,105
"17506",1.4444444444444444,1,0,2,25,36
"17507",1.1176470588235294,1,0,1,26,34
"17508",1.662162162162162,1,0,2,46,74
"17509",1.187012987012987,1,0,1,309,385
"17512",1.3509054325955734,1,0,2,1784,2485
"17516",1.2170022371364653,1,0,1,342,447
"17517",1.6411229135053111,1,0,2,919,1318
"17518",1.00990099009901,1,0,1,86,101
"17519",1.5,1,0,2,349,510
"17520",1.4293893129770991,1,0,2,375,524
"17521",1.2222222222222223,1,0,2,6,9
"17522",1.5635958808794879,1,0,2,2396,3593
"17527",1.3499079189686924,1,0,2,396,543
"17528",0.5,0,0,1,2,2
"17529",1.1056105610561056,1,0,1,233,303
"17532",1.103225806451613,1,0,1,255,310
"17533",2,1,1,2,2,4
"17534",1.2272727272727273,1,1,1,18,22
"17535",1.326241134751773,1,0,1,112,141
"17536",1.0662650602409638,1,0,1,130,166
"17537",1.3157894736842106,1,0,1,16,19
"17538",1.3064516129032258,1,0,1,564,744
"17540",1.356762513312034,1,0,2,701,939
"17543",1.6051344743276283,1,0,2,3862,5726
"17545",1.267549668874172,1,0,1,1744,2265
"17547",1.2662576687116565,1,0,1,621,815
"17550",1.6216216216216217,2,1,2,105,259
"17551",1.4038031319910516,1,0,1,675,894
"17552",1.2058975685463011,1,0,1,1529,1933
"17554",1.1436058700209644,1,0,1,754,954
"17555",1.4691075514874141,1,0,2,322,437
"17557",1.3891242937853108,1,0,2,1003,1416
"17560",1.2596153846153846,1,0,1,409,520
"17562",1.2152230971128608,1,0,1,286,381
"17563",1.1964809384164223,1,0,1,269,341
"17564",0,0,0,0,2,2
"17565",1.3253968253968254,1,0,1,189,252
"17566",1.214468085106383,1,0,1,898,1175
"17567",1.255813953488372,1,0,2,32,43
"17568",0.25,0,0,0,4,4
"17569",1.5157894736842106,1,0,2,353,475
"17570",0.8,1,0,1,13,15
"17572",1.170731707317073,1,0,1,187,246
"17573",0,0,0,0,2,2
"17575",0.7777777777777778,1,0,1,17,18
"17576",1,0,0,1,15,19
"17577",1,1,1,1,1,1
"17578",1.6782884310618067,1,0,2,454,631
"17579",1.2417391304347827,1,0,1,451,575
"17580",2.1,1,0,3,7,10
"17581",1.7477477477477477,1,1,2,74,111
"17582",1.1385542168674698,1,0,1,131,166
"17583",0.3333333333333333,0,0,1,3,3
"17584",1.1878453038674033,1,0,1,986,1267
"17585",0.6,1,0,1,5,5
"17601",1.239531405782652,1,0,1,6223,8024
"17602",1.6527965134377918,1,0,3,6154,9637
"17603",1.402952670429874,1,0,2,6642,9212
"17604",1.3744075829383886,1,0,2,142,211
"17605",1.5,1,0,2,7,12
"17606",0.68,0,0,1,23,25
"17607",1.0833333333333333,0,0,2,8,12
"17608",1.2413793103448276,1,0,2,21,29
"17622",1,1,1,1,1,1
"17701",1.4981884057971016,1,0,2,2159,3312
"17702",1.4895591647331787,1,0,2,302,431
"17703",1.7045454545454546,1,0,2,31,44
"17720",0.5,0,0,1,2,2
"17721",1.108695652173913,1,0,1,80,92
"17723",0.5,0,0,1,2,2
"17724",0.6949685534591195,0,0,1,277,318
"17726",0.5,0,0,1,6,6
"17727",0.4,0,0,1,5,5
"17728",1.1105769230769231,1,0,1,156,208
"17729",0.5384615384615384,1,0,1,13,13
"17730",2.6,0,0,6,5,10
"17731",1.2352941176470589,0,0,2,12,17
"17735",0.6,0,0,0,4,5
"17737",1.5912698412698412,1,0,2,181,252
"17738",1,1,1,1,1,1
"17739",0,0,0,0,1,1
"17740",0.7614410905550146,1,0,1,935,1027
"17742",1.6666666666666667,0,0,4,4,6
"17744",1.126865671641791,0,0,1,107,134
"17745",0.8226221079691517,1,0,1,1035,1167
"17747",0.6038961038961039,0,0,1,146,154
"17748",0.7,1,0,1,27,30
"17749",0.8333333333333334,1,0,1,5,6
"17750",1,1,0,2,2,3
"17751",0.825,1,0,1,370,400
"17752",1.4470588235294117,1,0,2,121,170
"17754",1.2432432432432432,1,0,1,528,666
"17756",1.0188442211055277,1,0,1,654,796
"17758",1,1,0,1,24,30
"17760",0.525,0,0,1,39,40
"17762",1.4666666666666666,1,0,3,11,15
"17763",0.5789473684210527,0,0,1,17,19
"17764",0.5498154981549815,0,0,1,256,271
"17765",0.6666666666666666,0,0,1,54,63
"17767",1,1,1,1,1,1
"17768",1.1111111111111112,1,0,1,7,9
"17769",0,0,0,0,2,2
"17771",1.3431372549019607,1,0,2,72,102
"17772",1.3846153846153846,1,0,1,87,104
"17774",0.9811320754716981,1,0,1,44,53
"17776",0.625,1,0,1,8,8
"17777",1.0493150684931507,1,0,1,313,365
"17778",0.5555555555555556,0,0,1,7,9
"17779",0.5769230769230769,1,0,1,26,26
"17801",1.0581039755351682,1,0,1,1083,1308
"17810",1.2580645161290323,1,0,1,76,93
"17812",1.1451612903225807,1,0,1,50,62
"17813",1.9701492537313432,1,0,2,49,67
"17814",0.7745664739884393,1,0,1,319,346
"17815",0.7815206929740135,1,0,1,1892,2078
"17820",0.7700831024930748,1,0,1,321,361
"17821",1.7512615019293558,1,0,3,2090,3369
"17822",0.8325358851674641,1,0,1,1346,1463
"17823",1.0943396226415094,1,0,2,39,53
"17824",0.8860759493670886,1,0,1,212,237
"17827",1.2758620689655173,1,0,2,21,29
"17830",1.1056910569105691,1,0,1,95,123
"17831",0.5,0,0,0,3,4
"17832",0.7209302325581395,1,0,1,40,43
"17833",1.5555555555555556,1,0,4,6,9
"17834",0.935251798561151,1,0,1,245,278
"17835",3.3333333333333335,1,1,7,5,9
"17836",2.142857142857143,2,0,4,3,7
"17837",1.388847858197932,1,0,2,1923,2708
"17840",0.42105263157894735,0,0,1,19,19
"17841",0.9914893617021276,1,0,1,202,235
"17842",1.3793103448275863,1,0,1,218,290
"17843",7,7,7,7,0,1
"17844",1.3353658536585367,1,0,1,247,328
"17845",1.7169811320754718,1,0,2,66,106
"17846",0.7272727272727273,1,0,1,314,330
"17847",1.173913043478261,1,0,2,435,598
"17850",0.6666666666666666,0,0,1,23,27
"17851",0.9545454545454546,1,0,1,581,660
"17853",1.9069767441860466,1,0,3,52,86
"17855",1.2272727272727273,1,0,1,34,44
"17856",1.1397058823529411,1,0,1,107,136
"17857",0.9418604651162791,1,0,1,358,430
"17858",2,2,2,2,0,1
"17859",0.8626609442060086,1,0,1,424,466
"17860",0.752,1,0,1,115,125
"17861",1.75,0,0,0,3,4
"17862",1.3888888888888888,1,0,2,12,18
"17864",1.14,1,0,2,37,50
"17865",1.3333333333333333,1,0,3,2,3
"17866",0.7926711668273867,1,0,1,941,1037
"17867",0.9090909090909091,0,0,2,8,11
"17868",1.0357142857142858,1,0,1,26,28
"17870",1.488991888760139,1,0,2,625,863
"17872",0.7969924812030075,1,0,1,725,798
"17876",1.4770642201834863,1,0,1,83,109
"17878",0.8819444444444444,1,0,1,129,144
"17880",0,0,0,0,2,2
"17881",0.9770114942528736,1,0,1,76,87
"17882",1,1,1,1,2,2
"17884",0.5454545454545454,1,0,1,11,11
"17885",0,0,0,0,2,2
"17886",0.6923076923076923,0,0,1,34,39
"17887",0.9885057471264368,1,1,1,84,87
"17888",0.6818181818181818,1,0,1,21,22
"17889",1.5339805825242718,1,0,2,72,103
"17901",1.079780361757106,1,0,1,2427,3096
"17920",0.6666666666666666,1,0,1,19,21
"17921",0.8362989323843416,1,0,1,503,562
"17922",1.140043763676149,1,0,1,364,457
"17923",0.5428571428571428,0,0,1,34,35
"17925",0.9142857142857143,1,0,1,28,35
"17929",0.9776119402985075,1,0,1,116,134
"17930",0.62,0,0,1,47,50
"17931",0.8192934782608695,1,0,1,644,736
"17932",1.0193548387096774,1,1,1,138,155
"17933",1.25,1,0,1,10,12
"17934",0.5714285714285714,0,0,1,20,21
"17935",0.7485029940119761,1,0,1,149,167
"17936",0.8478260869565217,0,0,1,39,46
"17938",1.3430656934306568,1,0,1,104,137
"17941",0.8813559322033898,0,0,1,47,59
"17943",0.2727272727272727,0,0,0,10,11
"17944",0.45454545454545453,0,0,1,11,11
"17945",0.42857142857142855,0,0,1,7,7
"17946",1.1363636363636365,1,0,1,18,22
"17948",0.9662447257383966,1,0,1,402,474
"17949",0.6666666666666666,0,0,1,23,24
"17951",0.8823529411764706,1,0,1,32,34
"17952",0.5,0,0,1,23,24
"17953",0.5476190476190477,0,0,1,41,42
"17954",0.9705304518664047,1,0,1,441,509
"17957",2.130434782608696,1,1,3,12,23
"17959",0.664,1,0,1,114,125
"17960",0.9323943661971831,1,0,1,295,355
"17961",1.1147540983606556,1,0,1,729,915
"17963",1,1,0,1,569,692
"17964",1.0677966101694916,1,0,2,39,59
"17965",0.8382352941176471,1,0,1,183,204
"17967",0.9058823529411765,1,0,1,224,255
"17968",1.6451612903225807,1,0,2,22,31
"17970",0.8971061093247589,1,0,1,269,311
"17972",1.008249312557287,1,0,1,901,1091
"17974",1,0,0,2,19,27
"17976",1,1,0,1,764,923
"17978",1.7142857142857142,1,0,1,6,7
"17979",0.16666666666666666,0,0,0,6,6
"17980",1.6132075471698113,1,0,2,139,212
"17981",1.0514469453376205,1,0,1,257,311
"17982",0.6964285714285714,0,0,1,49,56
"17983",0.9509803921568627,1,0,1,88,102
"17985",0.7153284671532847,1,0,1,122,137
"18001",1,1,1,1,1,1
"18002",1.0476190476190477,1,0,1,18,21
"18010",1,1,1,1,1,1
"18011",1.0054945054945055,1,0,1,456,546
"18012",1.5555555555555556,1,0,2,13,18
"18013",1.3773768893222817,1,0,1,1562,2051
"18014",1.0450849963045086,1,0,1,1126,1353
"18015",4.707835001220405,1,0,1,3279,4097
"18016",0.972972972972973,0,0,1,30,37
"18017",1.1476749368593078,1,0,1,5366,6731
"18018",1.0928571428571427,1,0,1,3932,4760
"18019",4,4,4,4,0,1
"18020",1.205248990578735,1,0,1,2336,2972
"18025",1,1,1,1,1,1
"18030",0.7083333333333334,1,0,1,45,48
"18031",1.0513937282229966,1,0,1,942,1148
"18032",0.9366754617414248,1,0,1,985,1137
"18034",1.1431646932185144,1,0,1,750,929
"18035",0.8536585365853658,1,0,1,34,41
"18036",1.0275944811037792,1,0,1,1367,1667
"18037",0.9795221843003413,1,0,1,739,879
"18038",1.0303030303030303,1,0,1,242,297
"18039",0.9666666666666667,1,0,1,27,30
"18040",1.3473138548539114,1,0,1,1632,2122
"18041",1.083984375,1,0,1,407,512
"18042",1.8406942288697616,1,0,3,4660,7087
"18043",0.7777777777777778,1,0,1,32,36
"18044",0.92,1,0,1,20,25
"18045",1.289355992844365,1,0,1,3478,4472
"18046",1.2333333333333334,1,0,2,22,30
"18049",0.9890214797136038,1,0,1,1763,2095
"18050",0.5,0,0,1,2,2
"18051",0.9266862170087976,1,0,1,294,341
"18052",1.049961957900076,1,0,1,3289,3943
"18053",0.9036697247706422,1,0,1,191,218
"18054",1.4461077844311376,1,0,2,246,334
"18055",1.0625790139064475,1,0,1,1307,1582
"18056",1.1271186440677967,1,0,1,94,118
"18058",1.1072164948453609,1,0,1,787,970
"18059",1.0576923076923077,1,0,1,132,156
"18060",0.5555555555555556,1,0,1,26,27
"18062",1.064349324906636,1,0,1,2841,3481
"18063",0.9166666666666666,1,0,1,51,60
"18064",1.2920177383592018,1,0,1,3634,4510
"18065",1,1,0,1,19,24
"18066",0.8986254295532646,1,0,1,504,582
"18067",1.0468607825295724,1,0,1,1850,2198
"18068",1,1,0,1,14,17
"18069",1.0844155844155845,1,0,1,765,924
"18070",0.9850746268656716,1,0,1,54,67
"18071",1.1280746395250212,1,0,1,956,1179
"18072",1.0870748299319728,1,0,1,603,735
"18073",1.279317697228145,1,0,1,711,938
"18074",1.4360730593607305,1,0,2,314,438
"18076",1.1135531135531136,1,0,1,219,273
"18077",1.1821862348178138,1,0,1,188,247
"18078",1.1153846153846154,1,0,1,677,832
"18079",1.24,1,0,1,19,25
"18080",1.0189274447949528,1,0,1,1076,1268
"18081",0.926829268292683,1,0,1,34,41
"18083",1.1081081081081081,1,0,1,60,74
"18084",2.1875,1,1,2,9,16
"18085",1.2391304347826086,1,0,1,74,92
"18086",1.1538461538461537,1,0,1,10,13
"18087",1.6554054054054055,1,0,3,95,148
"18088",0.946775844421699,1,0,1,833,977
"18091",1.0623003194888179,1,0,1,511,626
"18092",1.1322033898305084,1,0,1,248,295
"18101",1.164274322169059,1,0,1,502,627
"18102",1.1084119395270706,1,0,1,6263,7739
"18103",0.9857123601563553,1,0,1,6239,7419
"18104",1.0002947244326554,1,0,1,5750,6786
"18105",0.8533333333333334,1,0,1,66,75
"18106",1.0223084384093113,1,0,1,864,1031
"18109",1.3779347600249325,1,0,2,3453,4813
"18195",5,5,5,5,0,1
"18198",7,7,7,7,0,1
"18201",2.93552690084482,1,0,2,3214,4498
"18202",1.1827242524916943,1,0,1,1434,1806
"18210",1.089186176142698,1,0,1,738,897
"18211",0.8161764705882353,0,0,1,116,136
"18212",0.6875,0,0,1,15,16
"18214",0.6652719665271967,0,0,1,216,239
"18216",1.195945945945946,1,0,1,116,148
"18218",1.0284090909090908,1,0,1,280,352
"18219",45.72108843537415,1,0,1,124,147
"18220",0.967741935483871,1,0,1,27,31
"18221",0.8846153846153846,1,0,1,24,26
"18222",0.968520461699895,1,0,1,820,953
"18223",0.8421052631578947,1,0,1,16,19
"18224",1.1184,1,0,1,512,625
"18225",0.3333333333333333,0,0,1,12,12
"18229",0.9249061326658323,1,0,1,663,799
"18230",0.6,0,0,0,4,5
"18231",0.9019607843137255,1,0,2,38,51
"18232",0.9421052631578948,0,0,1,467,570
"18234",0.7037037037037037,1,0,1,25,27
"18235",0.8915159944367177,1,0,1,1813,2157
"18237",1.0484330484330484,1,0,1,298,351
"18239",0.9333333333333333,1,0,1,13,15
"18240",0.9407582938388626,1,0,1,357,422
"18241",1.2112676056338028,1,0,1,56,71
"18242",1.2173913043478262,1,0,1,20,23
"18244",0.625,0,0,1,22,24
"18245",0.76,0,0,1,20,25
"18246",1.5,1,0,3,10,14
"18247",1.2666666666666666,1,0,1,12,15
"18248",1.180327868852459,1,0,1,48,61
"18249",0.8645320197044335,1,0,1,361,406
"18250",0.9872122762148338,1,0,1,311,391
"18251",1.1111111111111112,1,0,1,15,18
"18252",0.9310600444773907,1,0,1,1122,1349
"18254",1.2268041237113403,1,0,1,76,97
"18255",1.263083451202263,1,0,2,515,707
"18256",1.1111111111111112,0,0,1,16,18
"18269",1,1,1,1,1,1
"18301",1.2497334754797442,1,0,1,2888,3752
"18302",1.1340979267754743,1,0,1,1808,2267
"18313",2,2,2,2,0,1
"18320",0.967741935483871,1,0,1,27,31
"18321",1.1686746987951808,1,0,1,196,249
"18322",1.2094395280235988,1,0,1,260,339
"18323",1.4230769230769231,1,0,2,38,52
"18324",1.238358326756117,1,0,1,992,1267
"18325",1.1734317343173433,1,0,1,215,271
"18326",1.1115618661257607,1,0,1,395,493
"18327",1.1904761904761905,1,0,1,67,84
"18328",1.4474975466143278,1,0,2,725,1019
"18330",1.2639842983316978,1,0,1,776,1019
"18331",0.7789473684210526,1,0,1,87,95
"18332",1.1128205128205129,1,0,1,318,390
"18333",0.7623762376237624,1,0,1,89,101
"18334",0.8818181818181818,1,0,1,383,440
"18335",1.1428571428571428,1,0,1,63,77
"18336",1.5206611570247934,1,1,2,338,484
"18337",1.4004716981132075,1,0,2,1499,2120
"18340",1.6538461538461537,1,0,2,19,26
"18341",1,1,1,1,5,5
"18342",1.4444444444444444,1,1,1,28,36
"18343",1.3523809523809525,1,0,1,322,420
"18344",1.0739910313901346,1,0,1,361,446
"18346",1.1146341463414635,1,0,1,326,410
"18347",0.8784313725490196,1,0,1,222,255
"18348",0.25,0,0,0,4,4
