"anly_mapped_zipcode","collection_to_accession","collection_to_accession","collection_to_accession","collection_to_accession","collection_to_accession_less_than_1","collection_to_accession_less_than_1"
"65548",0,0,0,0,1,1
"65584",0,0,0,0,4,4
"65605",0,0,0,0,2,2
"65608",0.3333333333333333,0,0,1,3,3
"65611",0,0,0,0,1,1
"65612",0,0,0,0,1,1
"65616",0,0,0,0,1,1
"65631",1,1,1,1,3,3
"65646",1,1,1,1,1,1
"65650",0,0,0,0,1,1
"65655",0,0,0,0,1,1
"65656",0,0,0,0,1,1
"65663",0,0,0,0,1,1
"65667",0,0,0,0,2,2
"65669",0,0,0,0,1,1
"65676",0,0,0,0,1,1
"65686",0,0,0,0,1,1
"65704",0,0,0,0,1,1
"65714",1,1,1,1,1,1
"65721",1,1,1,1,1,1
"65737",0,0,0,0,2,2
"65742",0,0,0,0,1,1
"65746",0,0,0,0,1,1
"65793",0,0,0,0,1,1
"65802",0,0,0,0,3,3
"65803",0.25,0,0,0,4,4
"65804",0,0,0,0,4,4
"65807",0,0,0,0,1,1
"65809",0,0,0,0,1,1
"65810",0,0,0,0,4,4
"66007",0,0,0,0,2,2
"66012",0,0,0,0,1,1
"66018",0,0,0,0,1,1
"66024",2,2,2,2,0,1
"66025",0.3333333333333333,0,0,1,3,3
"66026",0,0,0,0,1,1
"66030",0,0,0,0,1,1
"66032",0,0,0,0,1,1
"66034",0,0,0,0,1,1
"66043",0,0,0,0,1,1
"66044",0,0,0,0,5,5
"66046",0,0,0,0,5,5
"66047",0,0,0,0,2,2
"66048",0.6,0,0,1,4,5
"66049",0.16666666666666666,0,0,0,6,6
"66053",1.4,1,0,3,3,5
"66060",0,0,0,0,4,4
"66061",0.4,0,0,1,5,5
"66062",0.8,0,0,2,3,5
"66064",0,0,0,0,1,1
"66071",0,0,0,0,1,1
"66075",0,0,0,0,1,1
"66083",0,0,0,0,1,1
"66101",0,0,0,0,1,1
"66102",0,0,0,0,1,1
"66103",2,2,2,2,0,1
"66105",0,0,0,0,1,1
"66109",0.25,0,0,0,8,8
"66111",0,0,0,0,1,1
"66154",0,0,0,0,1,1
"66160",0,0,0,0,1,1
"66172",0,0,0,0,2,2
"66203",1,1,1,1,1,1
"66204",0,0,0,0,3,3
"66205",0,0,0,0,6,6
"66206",1.875,3,0,3,3,8
"66207",0,0,0,0,1,1
"66208",0.5,0,0,0,3,4
"66209",0.3333333333333333,0,0,1,3,3
"66210",0,0,0,0,2,2
"66211",0,0,0,0,3,3
"66212",0.5,0,0,1,2,2
"66213",0,0,0,0,5,5
"66215",0,0,0,0,2,2
"66216",0,0,0,0,1,1
"66218",0,0,0,0,1,1
"66219",0,0,0,0,1,1
"66220",0,0,0,0,3,3
"66221",0,0,0,0,3,3
"66223",1.3333333333333333,0,0,4,2,3
"66224",1,0,0,1,3,4
"66226",0.375,0,0,1,8,8
"66260",1,1,1,1,1,1
"66312",1,1,1,1,1,1
"66317",2,2,2,2,0,1
"66434",1,1,1,1,1,1
"66439",1,1,1,1,1,1
"66441",1,1,1,1,5,5
"66442",0,0,0,0,5,5
"66451",0,0,0,0,4,4
"66503",0.3333333333333333,0,0,1,3,3
"66534",0.5,0,0,1,2,2
"66542",0,0,0,0,2,2
"66604",0.5,0,0,1,2,2
"66605",0,0,0,0,1,1
"66607",0,0,0,0,2,2
"66610",0,0,0,0,3,3
"66617",0,0,0,0,2,2
"66646",0,0,0,0,1,1
"66664",0,0,0,0,1,1
"66666",0,0,0,0,2,2
"66736",0,0,0,0,1,1
"66770",0,0,0,0,1,1
"66935",1,1,1,1,2,2
"66945",1,1,1,1,3,3
"67002",0.16666666666666666,0,0,0,6,6
"67004",1,1,1,1,1,1
"67005",0.5,0,0,1,2,2
"67020",1,1,1,1,2,2
"67042",0,0,0,0,2,2
"67067",1,1,1,1,2,2
"67101",0,0,0,0,1,1
"67104",0.5,0,0,1,2,2
"67106",1,1,1,1,1,1
"67117",1,1,1,1,2,2
"67124",0,0,0,0,2,2
"67147",0,0,0,0,1,1
"67149",0,0,0,0,1,1
"67152",0,0,0,0,2,2
"67202",0,0,0,0,1,1
"67203",0.3333333333333333,0,0,1,3,3
"67204",0,0,0,0,1,1
"67205",0.5,0,0,1,2,2
"67207",0,0,0,0,1,1
"67208",0,0,0,0,1,1
"67209",0,0,0,0,1,1
"67210",0,0,0,0,3,3
"67212",0.6666666666666666,1,0,1,3,3
"67213",0,0,0,0,1,1
"67214",0,0,0,0,3,3
"67217",1,1,1,1,2,2
"67218",0,0,0,0,1,1
"67220",1,1,1,1,2,2
"67226",0.4,0,0,1,5,5
"67230",0,0,0,0,1,1
"67235",0,0,0,0,4,4
"67301",0,0,0,0,2,2
"67357",0,0,0,0,2,2
"67401",0.16666666666666666,0,0,0,6,6
"67410",0,0,0,0,3,3
"67457",0,0,0,0,1,1
"67501",0,0,0,0,1,1
"67502",1,1,1,1,3,3
"67516",0,0,0,0,1,1
"67522",0.3333333333333333,0,0,1,3,3
"67530",0,0,0,0,4,4
"67543",0,0,0,0,1,1
"67570",0,0,0,0,1,1
"67579",0,0,0,0,2,2
"67601",0,0,0,0,7,7
"67637",0,0,0,0,1,1
"67642",0,0,0,0,1,1
"67654",4,4,4,4,0,1
"67656",0,0,0,0,1,1
"67663",0,0,0,0,2,2
"67665",2,2,2,2,0,1
"67669",0,0,0,0,1,1
"67672",0,0,0,0,1,1
"67701",0.07692307692307693,0,0,0,13,13
"67730",0,0,0,0,6,6
"67731",0.7,0,0,1,9,10
"67732",0,0,0,0,3,3
"67733",0,0,0,0,6,6
"67735",0.13333333333333333,0,0,0,45,45
"67740",0,0,0,0,6,6
"67741",0.6666666666666666,1,0,1,6,6
"67744",0,0,0,0,1,1
"67745",0,0,0,0,3,3
"67747",0,0,0,0,1,1
"67748",0.3333333333333333,0,0,1,3,3
"67749",0,0,0,0,2,2
"67756",0.22727272727272727,0,0,0,20,22
"67757",0,0,0,0,2,2
"67758",0,0,0,0,4,4
"67761",0,0,0,0,1,1
"67762",0,0,0,0,1,1
"67764",0,0,0,0,1,1
"67801",0.3157894736842105,0,0,1,19,19
"67834",0,0,0,0,1,1
"67835",0.25,0,0,0,4,4
"67836",0,0,0,0,5,5
"67838",0,0,0,0,4,4
"67839",0,0,0,0,2,2
"67842",0,0,0,0,1,1
"67846",0.2529182879377432,0,0,0,253,257
"67851",0,0,0,0,13,13
"67853",0,0,0,0,8,8
"67854",1,1,1,1,1,1
"67855",0.5,0,0,1,9,10
"67860",0,0,0,0,7,7
"67861",0,0,0,0,6,6
"67862",1,1,1,1,1,1
"67863",0,0,0,0,1,1
"67864",0.5,0,0,1,2,2
"67867",0,0,0,0,2,2
"67868",1,1,1,1,1,1
"67869",0,0,0,0,1,1
"67870",0.2,0,0,0,5,5
"67871",0.25,0,0,0,16,16
"67877",0.09090909090909091,0,0,0,11,11
"67878",0.375,0,0,1,8,8
"67879",0,0,0,0,5,5
"67880",0.5945945945945946,1,0,1,35,37
"67901",0.043478260869565216,0,0,0,23,23
"67905",0,0,0,0,4,4
"67950",1,1,1,1,2,2
"67951",0.2857142857142857,0,0,1,7,7
"67952",0,0,0,0,3,3
"68022",0,0,0,0,3,3
"68023",0,0,0,0,3,3
"68025",0,0,0,0,1,1
"68028",0,0,0,0,1,1
"68046",0,0,0,0,2,2
"68050",2,2,2,2,0,1
"68059",0,0,0,0,2,2
"68104",0.8571428571428571,1,1,1,7,7
"68105",0,0,0,0,3,3
"68106",0,0,0,0,4,4
"68107",1,1,1,1,1,1
"68108",0,0,0,0,2,2
"68111",0,0,0,0,1,1
"68114",1.2,0,0,3,3,5
"68116",0.3333333333333333,0,0,1,3,3
"68117",2,2,2,2,0,2
"68118",0.16666666666666666,0,0,0,6,6
"68122",0,0,0,0,2,2
"68123",0,0,0,0,7,7
"68127",1,0,0,2,2,4
"68128",0,0,0,0,2,2
"68130",0,0,0,0,8,8
"68131",0,0,0,0,1,1
"68134",0.8333333333333334,1,1,1,6,6
"68136",0,0,0,0,7,7
"68154",0,0,0,0,1,1
"68164",0,0,0,0,4,4
"68310",0.5,0,0,1,2,2
"68340",1,1,1,1,1,1
"68341",0,0,0,0,1,1
"68372",0,0,0,0,1,1
"68442",0,0,0,0,1,1
"68447",2,2,2,2,0,1
"68462",0,0,0,0,1,1
"68478",1,1,1,1,1,1
"68501",0,0,0,0,1,1
"68502",0,0,0,0,1,1
"68505",0,0,0,0,2,2
"68507",0,0,0,0,1,1
"68508",0.6666666666666666,0,0,2,2,3
"68510",0,0,0,0,1,1
"68512",0,0,0,0,2,2
"68516",0.4,0,0,1,5,5
"68518",0,0,0,0,1,1
"68522",0,0,0,0,3,3
"68526",0,0,0,0,1,1
"68601",0,0,0,0,2,2
"68629",0,0,0,0,1,1
"68640",1,1,1,1,1,1
"68643",0,0,0,0,2,2
"68701",0.1,0,0,0,20,20
"68711",0,0,0,0,1,1
"68713",0,0,0,0,1,1
"68718",0,0,0,0,17,17
"68722",0,0,0,0,6,6
"68723",0,0,0,0,2,2
"68724",0,0,0,0,2,2
"68727",0,0,0,0,14,14
"68729",0,0,0,0,5,5
"68730",0.09722222222222222,0,0,0,72,72
"68731",0,0,0,0,1,1
"68732",0,0,0,0,2,2
"68736",0,0,0,0,17,17
"68739",0.03260869565217391,0,0,0,92,92
"68743",0,0,0,0,1,1
"68745",0,0,0,0,3,3
"68748",0,0,0,0,3,3
"68753",0,0,0,0,1,1
"68755",0,0,0,0,1,1
"68756",0.5,0,0,1,2,2
"68757",0,0,0,0,4,4
"68759",0,0,0,0,3,3
"68760",0,0,0,0,39,39
"68763",0,0,0,0,4,4
"68765",0.5,0,0,1,4,4
"68767",0,0,0,0,6,6
"68768",0,0,0,0,1,1
"68769",0,0,0,0,4,4
"68771",0,0,0,0,3,3
"68774",0,0,0,0,6,6
"68776",0,0,0,0,1,1
"68777",0,0,0,0,3,3
"68778",0,0,0,0,4,4
"68779",0,0,0,0,1,1
"68783",0,0,0,0,10,10
"68786",0.08333333333333333,0,0,0,12,12
"68787",0,0,0,0,3,3
"68789",0,0,0,0,2,2
"68790",0,0,0,0,3,3
"68791",0,0,0,0,1,1
"68792",0,0,0,0,4,4
"68801",1,0,0,1,3,4
"68825",0,0,0,0,1,1
"68826",3,3,3,3,0,1
"68832",0,0,0,0,1,1
"68833",0,0,0,0,2,2
"68840",0,0,0,0,1,1
"68845",0,0,0,0,1,1
"68847",0,0,0,0,1,1
"68848",0,0,0,0,2,2
"68850",1,1,1,1,6,6
"68863",0,0,0,0,1,1
"68869",0,0,0,0,1,1
"68878",0,0,0,0,1,1
"68901",0.75,0,0,0,3,4
"68933",0,0,0,0,2,2
"68949",0,0,0,0,1,1
"68971",0,0,0,0,1,1
"68976",1,1,1,1,1,1
"69001",0,0,0,0,13,13
"69024",0,0,0,0,5,5
"69027",0,0,0,0,2,2
"69030",0.6,0,0,1,8,10
"69033",0.2,0,0,0,9,10
"69040",0.6666666666666666,1,0,1,3,3
"69041",2,2,2,2,0,1
"69044",1,1,1,1,2,2
"69045",0,0,0,0,4,4
"69101",0.25,0,0,0,20,20
"69120",2,2,2,2,0,1
"69122",0,0,0,0,1,1
"69123",0,0,0,0,2,2
"69127",0,0,0,0,2,2
"69128",0,0,0,0,1,1
"69129",0,0,0,0,2,2
"69130",0,0,0,0,1,1
"69131",0,0,0,0,4,4
"69133",0.25,0,0,0,4,4
"69138",0,0,0,0,3,3
"69143",0,0,0,0,1,1
"69145",0.38095238095238093,0,0,1,21,21
"69146",0,0,0,0,2,2
"69147",0,0,0,0,1,1
"69149",0.75,1,0,1,4,4
"69151",0,0,0,0,2,2
"69153",0.30434782608695654,0,0,0,21,23
"69154",0,0,0,0,6,6
"69156",1.75,1,0,3,5,8
"69160",2,1,1,3,1,2
"69162",1.3544303797468353,1,0,2,118,158
"69163",0,0,0,0,1,1
"69165",0,0,0,0,1,1
"69167",0,0,0,0,1,1
"69168",0,0,0,0,1,1
"69169",0,0,0,0,3,3
"69201",0,0,0,0,6,6
"69210",0,0,0,0,1,1
"69214",0,0,0,0,1,1
"69217",0,0,0,0,1,1
"69218",0,0,0,0,1,1
"69240",3.5,3,3,3,0,4
"69301",0.13043478260869565,0,0,0,22,23
"69331",1,1,1,1,1,1
"69334",0.2857142857142857,0,0,1,7,7
"69335",0,0,0,0,1,1
"69336",0.2222222222222222,0,0,0,9,9
"69337",0,0,0,0,13,13
"69339",0,0,0,0,1,1
"69341",0.1794871794871795,0,0,0,38,39
"69343",0,0,0,0,17,17
"69345",0,0,0,0,3,3
"69347",0,0,0,0,3,3
"69348",0,0,0,0,8,8
"69352",0,0,0,0,1,1
"69356",0,0,0,0,6,6
"69357",0.07692307692307693,0,0,0,13,13
"69358",0,0,0,0,2,2
"69360",0,0,0,0,5,5
"69361",0.09090909090909091,0,0,0,66,66
"69363",0,0,0,0,1,1
"69367",0,0,0,0,1,1
"70000",0,0,0,0,1,1
"70001",0.18181818181818182,0,0,0,11,11
"70002",1,1,1,1,1,1
"70003",0,0,0,0,3,3
"70005",0.8,1,0,1,4,5
"70037",0,0,0,0,1,1
"70041",0.5,0,0,1,2,2
"70043",0,0,0,0,1,1
"70052",0,0,0,0,1,1
"70056",0,0,0,0,3,3
"70057",0,0,0,0,1,1
"70058",1.6666666666666667,2,1,2,4,9
"70062",0,0,0,0,1,1
"70065",0.6,1,0,1,5,5
"70068",0,0,0,0,2,2
"70070",0.5,0,0,1,6,6
"70072",6.75,8,8,8,2,12
"70094",0.2,0,0,0,5,5
"70104",0,0,0,0,1,1
"70112",1,1,1,1,1,1
"70113",0,0,0,0,5,5
"70114",0,0,0,0,2,2
"70115",1,1,0,1,18,23
"70117",0.2,0,0,0,5,5
"70118",0.1,0,0,0,10,10
"70119",1.1,0,0,3,7,10
"70121",0.1,0,0,0,10,10
"70122",0,0,0,0,6,6
"70123",0,0,0,0,1,1
"70124",0,0,0,0,1,1
"70125",0.125,0,0,0,8,8
"70126",1.625,2,1,2,3,8
"70127",0,0,0,0,7,7
"70128",0,0,0,0,3,3
"70130",0,0,0,0,10,10
"70131",2,0,0,4,1,2
"70190",0,0,0,0,1,1
"70199",0,0,0,0,1,1
"70207",1,1,1,1,1,1
"70224",1,1,1,1,1,1
"70238",1,1,1,1,1,1
"70301",1,1,1,1,2,2
"70342",0,0,0,0,1,1
"70360",0.3333333333333333,0,0,1,3,3
"70363",0,0,0,0,2,2
"70364",2,2,2,2,0,1
"70392",0.25,0,0,0,4,4
"70395",0,0,0,0,1,1
"70401",0.3333333333333333,0,0,1,3,3
"70402",0,0,0,0,1,1
"70403",0,0,0,0,1,1
"70420",1,1,1,1,1,1
"70422",1.3333333333333333,2,0,2,1,3
"70423",1,1,1,1,1,1
"70426",1,1,1,1,3,3
"70427",1,1,1,1,2,2
"70431",0.5,0,0,1,4,4
"70433",0.9166666666666666,1,1,1,11,12
"70435",0.5,0,0,1,8,8
"70437",1,1,1,1,4,4
"70438",1.4666666666666666,1,1,1,12,15
"70442",1,1,1,1,1,1
"70443",0,0,0,0,1,1
"70444",0.75,1,0,1,4,4
"70445",0.5,0,0,1,2,2
"70446",1,1,1,1,1,1
"70447",0.42857142857142855,0,0,1,6,7
"70448",0.5833333333333334,0,0,1,11,12
"70452",0,0,0,0,2,2
"70453",2,2,2,2,0,2
"70454",0.6666666666666666,0,0,1,5,6
"70456",2,2,2,2,0,1
"70458",0.16666666666666666,0,0,0,6,6
"70460",0.7142857142857143,1,0,1,7,7
"70461",0.1875,0,0,0,15,16
"70462",0,0,0,0,1,1
"70466",1.6666666666666667,2,1,2,1,3
"70471",0.5,0,0,1,10,10
"70501",0,0,0,0,3,3
"70502",0,0,0,0,1,1
"70503",0,0,0,0,2,2
"70508",0.25,0,0,0,4,4
"70512",0,0,0,0,3,3
"70515",2,2,2,2,0,1
"70517",0,0,0,0,3,3
"70518",0,0,0,0,1,1
"70520",0,0,0,0,1,1
"70525",0,0,0,0,1,1
"70526",0,0,0,0,2,2
"70535",1,1,1,1,2,2
"70538",0,0,0,0,1,1
"70542",0.75,1,0,1,4,4
"70544",0,0,0,0,4,4
"70546",1,1,1,1,1,1
"70549",0,0,0,0,1,1
"70560",0,0,0,0,1,1
"70563",0.5,0,0,1,4,4
"70582",1,1,1,1,2,2
"70583",0,0,0,0,1,1
"70589",1.5,0,0,3,1,2
"70592",0,0,0,0,1,1
"70601",2.3157894736842106,3,2,3,4,19
"70602",1.3333333333333333,1,0,3,2,3
"70605",2.1333333333333333,3,1,3,6,15
"70607",2,1,1,4,2,3
"70611",0,0,0,0,1,1
"70634",0.25,0,0,0,15,16
"70647",2.4,3,1,3,2,5
"70652",0.2857142857142857,0,0,1,7,7
"70656",0,0,0,0,1,1
"70663",0,0,0,0,1,1
"70706",0,0,0,0,3,3
"70719",0,0,0,0,1,1
"70726",0,0,0,0,4,4
"70734",0,0,0,0,1,1
"70737",1.5,1,1,2,2,4
"70754",0,0,0,0,1,1
"70756",0,0,0,0,1,1
"70764",0.21428571428571427,0,0,0,14,14
"70767",1,1,1,1,2,2
"70769",0.25,0,0,0,4,4
"70775",3,3,3,3,0,1
"70777",0,0,0,0,3,3
"70783",3,3,3,3,0,1
"70785",0,0,0,0,1,1
"70791",0,0,0,0,2,2
"70802",0,0,0,0,1,1
"70806",0,0,0,0,6,6
"70808",0.75,1,0,1,8,8
"70809",0,0,0,0,2,2
"70810",0.1111111111111111,0,0,0,9,9
"70812",0,0,0,0,1,1
"70815",0.5,0,0,1,4,4
"70816",0.4,0,0,1,5,5
"70817",0.3333333333333333,0,0,1,3,3
"70818",0,0,0,0,3,3
"70820",0,0,0,0,1,1
"71006",0,0,0,0,1,1
"71018",0,0,0,0,1,1
"71024",0,0,0,0,7,7
"71027",0,0,0,0,1,1
"71028",0.75,1,0,1,8,8
"71040",0,0,0,0,2,2
"71055",1,1,1,1,1,1
"71067",2,2,2,2,0,1
"71070",1,1,1,1,2,2
"71104",0,0,0,0,3,3
"71105",0.2857142857142857,0,0,1,7,7
"71106",0,0,0,0,2,2
"71107",0.5,0,0,1,4,4
"71109",0.25,0,0,0,8,8
"71111",0,0,0,0,1,1
"71112",0.3333333333333333,0,0,1,3,3
"71115",0,0,0,0,1,1
"71118",0.6666666666666666,1,0,1,3,3
"71119",0,0,0,0,2,2
"71201",0.6595744680851063,1,0,1,422,470
"71202",0.6066666666666667,1,0,1,146,150
"71203",0.694980694980695,1,0,1,241,259
"71207",0.3,0,0,1,10,10
"71211",2,2,2,2,0,2
"71219",1,1,1,1,3,3
"71220",0.5537190082644629,1,0,1,119,121
"71221",0.6,1,0,1,5,5
"71222",0,0,0,0,2,2
"71223",1.5,1,1,2,2,4
"71225",0.9111111111111111,1,1,1,39,45
"71226",0.5,0,0,1,4,4
"71227",0.5714285714285714,1,0,1,14,14
"71229",1,1,0,2,4,6
"71230",0.3333333333333333,0,0,1,3,3
"71232",0.8571428571428571,1,1,1,21,21
"71233",1,1,1,1,3,3
"71234",1,1,1,1,13,15
"71235",0.7272727272727273,1,0,1,9,11
"71237",1.1818181818181819,1,1,1,9,11
"71238",1,1,1,1,14,16
"71240",0,0,0,0,2,2
"71241",0.5454545454545454,0,0,1,20,22
"71245",1,1,1,1,2,2
"71247",1,1,1,1,2,2
"71251",0.75,1,0,1,16,16
"71253",1,1,1,1,2,2
"71254",0.9090909090909091,1,0,1,18,22
"71259",0.75,1,0,1,8,8
"71260",0.5294117647058824,1,0,1,17,17
"71261",0.2857142857142857,0,0,1,7,7
"71263",0.8780487804878049,1,0,1,34,41
"71264",1,1,1,1,9,9
"71266",1,1,1,1,4,4
"71268",0.6363636363636364,1,0,1,11,11
"71269",1.0909090909090908,1,1,1,56,66
"71270",0.6779661016949152,1,0,1,57,59
"71275",1,1,1,1,2,2
"71280",0.43548387096774194,0,0,1,60,62
"71281",1,1,1,1,1,1
"71282",0.7021276595744681,1,0,1,44,47
"71284",1.3333333333333333,1,1,2,6,9
"71291",0.8082191780821918,1,0,1,201,219
"71292",0.593103448275862,1,0,1,136,145
"71294",0,0,0,0,2,2
"71295",0.9090909090909091,1,1,1,47,55
"71301",0.8333333333333334,1,1,1,6,6
"71302",0.6666666666666666,1,0,1,3,3
"71303",1,1,1,1,2,2
"71326",1,1,1,1,2,2
"71334",1,1,1,1,32,34
"71336",1,1,0,2,10,14
"71343",1,1,1,1,5,5
"71354",1,1,1,1,4,4
"71355",0,0,0,0,4,4
"71356",1,1,1,1,2,2
"71357",1,1,1,1,6,6
"71360",0.5,0,0,1,4,4
"71366",0,0,0,0,2,2
"71368",1,1,1,1,7,9
"71373",1.565217391304348,1,1,2,24,46
"71375",1,1,1,1,1,1
"71378",1.1818181818181819,1,1,1,9,11
"71415",0.6666666666666666,1,0,1,3,3
"71418",0.717391304347826,1,0,1,44,46
"71422",1,1,1,1,4,4
"71435",0.7777777777777778,1,1,1,27,27
"71446",1,1,1,1,2,2
"71454",0,0,0,0,2,2
"71459",0,0,0,0,2,2
"71465",0.4,0,0,1,10,10
"71469",1,1,1,1,1,1
"71483",1,1,1,1,5,5
"71485",0,0,0,0,1,1
"71601",1,0,0,2,1,2
"71635",1.1666666666666667,1,1,2,8,12
"71640",1.125,1,1,1,6,8
"71646",0,0,0,0,9,9
"71653",0.8695652173913043,1,0,1,21,23
"71654",1,1,1,1,1,1
"71655",1.6666666666666667,2,1,2,1,3
"71658",1,1,1,1,1,1
"71670",1,1,1,1,1,1
"71671",0,0,0,0,1,1
"71701",0,0,0,0,3,3
"71730",0.8,1,1,1,5,5
"71743",2,2,2,2,0,1
"71747",1,1,1,1,2,2
"71764",1,1,1,1,1,1
"71765",0.6666666666666666,1,0,1,3,3
"71837",1.5,1,1,2,1,2
"71838",0,0,0,0,3,3
"71854",0,0,0,0,1,1
"71901",2,2,0,2,8,17
"71913",1.2,0,0,2,17,25
"71953",0,0,0,0,1,1
"71964",3,3,3,3,0,1
"72002",1,1,1,1,3,3
"72006",0,0,0,0,2,2
"72015",0.6666666666666666,0,0,2,2,3
"72016",0,0,0,0,1,1
"72019",0,0,0,0,1,1
"72023",0.5,0,0,1,8,8
"72032",0,0,0,0,1,1
"72034",0.5,0,0,1,2,2
"72047",0.6666666666666666,1,0,1,3,3
"72058",0,0,0,0,3,3
"72076",0.3333333333333333,0,0,1,3,3
"72088",0.6666666666666666,1,0,1,3,3
"72101",0,0,0,0,1,1
"72103",0,0,0,0,1,1
"72104",1,0,0,3,2,3
"72113",0,0,0,0,3,3
"72116",0,0,0,0,2,2
"72118",0,0,0,0,3,3
"72120",1,1,1,1,4,4
"72125",0,0,0,0,1,1
"72126",0,0,0,0,1,1
"72130",0,0,0,0,1,1
"72132",0,0,0,0,2,2
"72142",0,0,0,0,1,1
"72143",0,0,0,0,1,1
"72202",0.3333333333333333,0,0,1,3,3
"72204",0,0,0,0,3,3
"72207",0.5,0,0,1,6,6
"72209",0,0,0,0,4,4
"72210",0,0,0,0,3,3
"72211",0,0,0,0,4,4
"72212",0,0,0,0,3,3
"72223",0.25,0,0,0,12,12
"72227",0,0,0,0,1,1
"72301",1,1,1,1,3,3
"72315",1.5714285714285714,2,0,3,3,7
"72324",2,2,2,2,0,1
"72335",2,2,2,2,0,1
"72351",3,3,3,3,0,1
"72354",3,3,3,3,0,1
"72364",0.4,0,0,0,4,5
"72365",3,3,3,3,0,3
"72370",3,3,2,4,0,3
"72384",1,1,1,1,1,1
"72390",2.3333333333333335,3,1,3,1,3
"72396",3,3,3,3,0,4
"72401",2.9310344827586206,3,2,3,1,58
"72403",2,2,2,2,0,1
"72404",2.4814814814814814,3,2,3,4,27
"72405",2.6666666666666665,3,2,3,0,3
"72411",2,2,2,2,0,1
"72412",0,0,0,0,2,2
"72416",3.5,3,3,4,0,4
"72417",3.5,3,3,4,0,2
"72419",3,3,3,3,0,2
"72432",3.2857142857142856,4,2,4,0,7
"72433",2,2,2,2,0,1
"72437",2.5,3,1,3,1,4
"72438",3,3,3,3,0,2
"72442",3.5,3,3,4,0,4
"72443",3,3,3,3,0,2
"72444",4,4,4,4,0,1
"72447",2,2,2,2,0,1
"72450",2.125,2,1,3,4,16
"72455",0,0,0,0,1,1
"72461",3,3,3,3,0,1
"72462",0.6666666666666666,1,0,1,3,3
"72472",2.5714285714285716,2,2,3,0,7
"72476",2.6666666666666665,2,2,3,0,6
"72479",3.5,3,3,4,0,2
"72494",1.25,0,0,2,2,4
"72501",0,0,0,0,1,1
"72503",0,0,0,0,1,1
"72504",1,1,1,1,1,1
"72514",0,0,0,0,1,1
"72516",0,0,0,0,1,1
"72529",1,1,1,1,1,1
"72560",0,0,0,0,1,1
"72567",0,0,0,0,1,1
"72616",0,0,0,0,1,1
"72638",1,1,1,1,1,1
"72644",1,1,1,1,1,1
"72653",1,1,1,1,1,1
"72687",0,0,0,0,1,1
"72701",0,0,0,0,3,3
"72703",1,1,1,1,1,1
"72704",0,0,0,0,5,5
"72712",1.1666666666666667,0,0,3,4,6
"72715",0,0,0,0,1,1
"72719",0,0,0,0,1,1
"72732",0,0,0,0,1,1
"72737",3,3,3,3,0,1
"72746",1,1,1,1,1,1
"72751",0,0,0,0,1,1
"72756",0,0,0,0,1,1
"72758",0,0,0,0,6,6
"72761",0,0,0,0,1,1
"72774",0,0,0,0,2,2
"72779",1,1,1,1,1,1
"72801",0,0,0,0,9,9
"72811",0,0,0,0,1,1
"72821",0,0,0,0,1,1
"72823",0,0,0,0,1,1
"72837",0,0,0,0,1,1
"72901",0,0,0,0,1,1
"72905",0,0,0,0,2,2
"72908",0,0,0,0,1,1
"72914",0,0,0,0,1,1
"72921",0,0,0,0,2,2
"72936",0,0,0,0,1,1
"72956",0,0,0,0,2,2
"73003",0,0,0,0,3,3
"73004",2,2,2,2,0,1
"73006",2,2,2,2,0,2
"73008",0,0,0,0,2,2
"73010",0.5,0,0,1,2,2
"73011",0,0,0,0,1,1
"73012",0,0,0,0,3,3
"73013",0.5714285714285714,0,0,2,5,7
"73018",1,0,0,3,2,3
"73020",0,0,0,0,1,1
"73025",0,0,0,0,1,1
"73026",1.25,0,0,2,2,4
"73034",0.3333333333333333,0,0,1,3,3
"73036",1.6666666666666667,2,2,2,1,6
"73040",2,2,2,2,0,6
"73044",0,0,0,0,2,2
"73045",1,1,1,1,2,2
"73054",2,2,2,2,0,1
"73063",0,0,0,0,1,1
"73069",0.3333333333333333,0,0,1,3,3
"73071",0.4,0,0,0,4,5
"73073",0,0,0,0,1,1
"73080",3,3,3,3,0,2
"73099",0.25,0,0,0,4,4
"73106",0.5,0,0,1,2,2
"73109",0.6666666666666666,1,0,1,6,6
"73110",0,0,0,0,2,2
"73112",0,0,0,0,1,1
"73114",0,0,0,0,1,1
"73116",0,0,0,0,2,2
"73118",2,2,2,2,0,2
"73119",0,0,0,0,1,1
"73120",0,0,0,0,1,1
"73122",0,0,0,0,4,4
"73126",0,0,0,0,1,1
"73127",0,0,0,0,1,1
"73129",0,0,0,0,1,1
"73134",0.75,1,0,1,4,4
"73139",0,0,0,0,1,1
"73152",2,2,2,2,0,1
"73160",0,0,0,0,2,2
"73162",0,0,0,0,7,7
"73165",0,0,0,0,3,3
"73170",0.8181818181818182,1,0,2,8,11
"73179",0,0,0,0,2,2
"73244",2,2,2,2,0,1
"73304",0,0,0,0,1,1
"73401",3,3,3,3,0,1
"73505",1.3333333333333333,2,0,2,1,3
"73521",0,0,0,0,2,2
"73538",0,0,0,0,1,1
"73554",0,0,0,0,1,1
"73566",0,0,0,0,1,1
"73624",0,0,0,0,1,1
"73644",0,0,0,0,1,1
"73662",0,0,0,0,3,3
"73701",0,0,0,0,2,2
"73703",0,0,0,0,4,4
"73705",0,0,0,0,1,1
"73768",0,0,0,0,2,2
"73908",0,0,0,0,1,1
"73933",0,0,0,0,3,3
